,xx01zvns2b,xx01zvns2b,xx01zvns2b,a71ev2a,a71ev2a,a71ev2a,d68ev3c,d68ev3c,d68ev3c
,openbind_xx01zvns2b_c2_hit_analogues_85percent,openbind_xx01zvns2b_c2_hit_analogues_90percent,openbind_xx01zvns2b_c2_hit_analogues_95percent,openbind_a71ev2a_c2_hit_analogues_85percent,openbind_a71ev2a_c2_hit_analogues_90percent,openbind_a71ev2a_c2_hit_analogues_95percent,openbind_d68ev3c_c2_hit_analogues_85percent,openbind_d68ev3c_c2_hit_analogues_90percent,openbind_d68ev3c_c2_hit_analogues_95percent
smiles,,,,,,,,,
CCOc1ccc2nc(N)sc2c1,True,True,False,True,True,False,False,False,False
COc1ccc2sc(NN)nc2c1,True,True,True,True,True,True,False,False,False
Cc1cccc2sc(NN)nc12,True,False,False,True,False,False,False,False,False
NNc1nc2ccccc2s1,True,False,False,True,False,False,False,False,False
CCc1cccc2sc(N)nc12,True,False,False,True,False,False,False,False,False
Nc1nc2ccc(Br)cc2s1,True,False,False,True,False,False,False,False,False
Nc1ccc2nc(N)sc2c1,True,False,False,True,False,False,False,False,False
[N-]=[N+]=Nc1nc2ccc(Br)cc2s1,True,False,False,True,False,False,False,False,False
Nc1nc2ccc(OC(F)F)cc2s1,True,False,False,True,False,False,False,False,False
COCCOc1ccc2nc(N)sc2c1,True,True,False,True,True,False,False,False,False
CCC(C)Oc1ccc2nc(N)sc2c1,True,False,False,True,False,False,False,False,False
Cc1cccc2nc(N)sc12,True,False,False,True,False,False,False,False,False
N#Cc1ccc2nc(N)sc2c1,True,True,False,True,True,False,False,False,False
CCCOc1cccc2sc(N)nc12,True,False,False,True,False,False,False,False,False
OCCNc1nc2ccccc2s1,True,False,False,True,False,False,False,False,False
NNc1nc2ccc(Cl)cc2s1,True,False,False,True,False,False,False,False,False
NNc1nc2cc(Br)ccc2s1,True,False,False,True,False,False,False,False,False
CNc1nc2ccc(Cl)cc2s1,True,False,False,True,False,False,False,False,False
COCCNc1nc2ccccc2s1,True,False,False,True,False,False,False,False,False
Nc1nc2cccc(O)c2s1,True,True,False,True,True,False,False,False,False
CCc1cccc2nc(N)sc12,True,False,False,True,False,False,False,False,False
CCc1ccc2sc(N)nc2c1,True,True,False,True,True,False,False,False,False
Nc1nc2cc(F)ccc2s1,True,False,False,True,False,False,False,False,False
CCOc1cccc2nc(N)sc12,True,True,False,True,True,False,False,False,False
[N-]=[N+]=Nc1nc2ccc(F)cc2s1,True,False,False,True,False,False,False,False,False
Nc1nc2c(I)cccc2s1,True,False,False,True,False,False,False,False,False
Nc1nc2cc(O)ccc2s1,True,True,True,True,True,True,False,False,False
CNc1nc2cc(Br)ccc2s1,True,False,False,True,False,False,False,False,False
[N-]=[N+]=Nc1nc2ccccc2s1,True,False,False,True,False,False,False,False,False
Nc1nc2ccc(Cl)cc2s1,True,False,False,True,False,False,False,False,False
Nc1nc2c(F)cccc2s1,True,False,False,True,False,False,False,False,False
CC(C)CNc1nc2ccccc2s1,True,False,False,True,False,False,False,False,False
NNc1nc2ccc(Br)cc2s1,True,False,False,True,False,False,False,False,False
NNc1nc2ccc(F)cc2s1,True,False,False,True,False,False,False,False,False
Nc1nc2cc(Br)ccc2s1,True,False,False,True,False,False,False,False,False
CNc1nc2cc(Cl)ccc2s1,True,False,False,True,False,False,False,False,False
COCc1cccc2sc(N)nc12,True,False,False,True,False,False,False,False,False
N#CSc1ccc2nc(N)sc2c1,True,False,False,True,False,False,False,False,False
NNc1nc2cc(F)ccc2s1,True,False,False,True,False,False,False,False,False
Cc1ccc2sc(N)nc2c1,True,False,False,True,False,False,False,False,False
COc1cccc2nc(N)sc12,True,True,False,True,True,False,False,False,False
NCCNc1nc2ccccc2s1,True,False,False,True,False,False,False,False,False
Nc1nc2ccc(I)cc2s1,True,False,False,True,False,False,False,False,False
Nc1nc2ccc(O)cc2s1,True,True,True,True,True,True,False,False,False
Cc1cccc2sc(N)nc12,True,False,False,True,False,False,False,False,False
COc1ccc2sc(C)nc2c1,True,False,False,True,False,False,False,False,False
N#CCc1ccc2nc(N)sc2c1,True,False,False,True,False,False,False,False,False
COc1ccc2sc(Br)nc2c1,True,False,False,True,False,False,False,False,False
NNc1nc2ccccc2[nH]1,True,False,False,False,False,False,False,False,False
CC(C)Cc1nc2ccccc2[nH]1,True,False,False,False,False,False,False,False,False
CCCCNc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
CC(C)NCc1nc2ccccc2[nH]1,True,False,False,False,False,False,True,False,False
CNc1nc2ccccc2[nH]1,True,False,False,False,False,False,False,False,False
NCc1ccc2[nH]c(N)nc2c1,True,False,False,False,False,False,False,False,False
COC(=O)Nc1nc2ccccc2[nH]1,True,False,False,False,False,False,False,False,False
CC(=O)Nc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
N=C(N)Nc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
CCCCc1ccc2[nH]c(N)nc2c1,True,False,False,False,False,False,False,False,False
ClCCNc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
CCN(CC)c1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
Cc1ccc2[nH]c(N)nc2c1,True,False,False,False,False,False,False,False,False
CNc1nc2ccc(F)cc2[nH]1,True,False,False,False,False,False,False,False,False
CC(C)CNc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
CC(O)CNc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
Nc1nc2cc(I)ccc2[nH]1,True,False,False,False,False,False,False,False,False
CNc1nc2ccc(Br)cc2[nH]1,True,False,False,False,False,False,False,False,False
CC(CO)Nc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
CCc1ccc2[nH]c(N)nc2c1,True,False,False,False,False,False,False,False,False
NC(=O)Nc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
COCCNc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
N#Cc1ccc2[nH]c(N)nc2c1,True,False,False,False,False,False,False,False,False
OCCNc1nc2ccccc2[nH]1,True,True,False,False,False,False,False,False,False
Nc1ccc2[nH]c(N)nc2c1,True,False,False,False,False,False,False,False,False
CC(NC(=O)c1ccc(Cl)cc1)C(=O)O,True,False,False,False,False,False,False,False,False
CC(NC(=O)CCl)c1ccc(Cl)c(Cl)c1,True,False,False,False,False,False,False,False,False
CC(C)(C)NC(=O)c1cccc(CN)c1,True,True,False,False,False,False,False,False,False
CC(C)N(C)C(=O)c1ccc(O)c(Cl)c1,True,False,False,False,False,False,False,False,False
CC(C)(NC(=O)c1ccccc1)C(=O)O,True,False,False,False,False,False,False,False,False
CCC(C)(C)NCc1ccc(Cl)cc1Cl,True,False,False,False,False,False,False,False,False
CNc1ccc(C(=O)NC(C)(C)C)cc1,True,False,False,True,False,False,True,False,False
CC(C)(C)N(Cc1ccccc1)C(=O)CCl,True,False,False,False,False,False,False,False,False
CC(C)(C)NC(=O)c1ccc(O)cc1,True,False,False,False,False,False,False,False,False
CC(C)(C)NC(=O)c1ccccc1CO,True,True,False,False,False,False,False,False,False
CNC(C)(C)C(=O)Nc1cccc(Cl)c1,True,False,False,False,False,False,False,False,False
CC(C)(C)C(N)CCc1ccc(Cl)cc1,True,False,False,False,False,False,False,False,False
CC(NCC(C)(C)N)c1cccc(Cl)c1,True,False,False,False,False,False,False,False,False
CC(C)C(NC(=O)c1cccc(Cl)c1)C(=O)O,True,False,False,False,False,False,False,False,False
COCCC(NC(=O)c1cccc(Cl)c1)C(=O)O,True,False,False,False,False,False,False,False,False
CC(CC(=O)O)NC(=O)c1cccc(Cl)c1,True,False,False,False,False,False,False,False,False
CCC(NC(=O)c1cccc(Cl)c1)C(=O)O,True,False,False,False,False,False,False,False,False
CC(C)(CO)NCC(O)c1cccc(Cl)c1,True,False,False,False,False,False,False,False,False
CC(NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)O,True,False,False,False,False,False,False,False,False
COCC1(NC(=O)c2ccccc2)CC1,True,False,False,False,False,False,False,False,False
COCC(C)(C)NC(=O)c1ccccc1,True,False,False,True,False,False,True,False,False
CC(=O)NC(C)(C#N)Cc1ccc(Cl)cc1,True,False,False,False,False,False,False,False,False
CCC(C)(C)NC(=O)c1ccc(N)cc1,True,False,False,False,False,False,False,False,False
O=C(O)CNC(=O)c1ccc(Cl)c(Cl)c1,True,False,False,False,False,False,False,False,False
COc1ccc(CN2CCN(C(=O)CCl)CC2)cc1F,True,False,False,True,False,False,False,False,False
O=C(O)C1CCN(C(=O)c2ccc(F)cc2)CC1,True,False,False,True,False,False,False,False,False
Cc1ccccc1CN1CCN(C(=O)CCl)CC1,True,False,False,True,False,False,True,False,False
CN1CCN(C(=O)c2ccc(CN)cc2)CC1,True,False,False,True,False,False,True,False,False
Cc1cc(C(=O)N2CCC(C)CC2)ccc1N,True,True,False,True,True,False,False,False,False
Nc1ccc(C(=O)NCc2ccccc2F)cc1,True,False,False,False,False,False,True,False,False
CN1CCN(C(=O)c2ccc(C#N)cc2)CC1,True,False,False,True,False,False,True,False,False
CC(Cl)C(=O)N1CCN(c2ccc(F)cc2)CC1,True,False,False,True,False,False,False,False,False
COc1ccc(N)cc1NC(=O)c1cccc(F)c1,True,False,False,True,False,False,False,False,False
Cc1ccc(CNC(=O)C2CCNCC2)cc1F,True,False,False,True,False,False,False,False,False
COc1cc(C(=O)N2CCNCC2)ccc1C,True,False,False,True,True,False,False,False,False
CN1CCN(C(=O)c2ccccc2C(=O)O)CC1,True,False,False,True,False,False,False,False,False
Nc1ccc(F)c(NC(=O)c2ccccc2I)c1,True,False,False,False,False,False,False,False,False
O=C(c1ccc(F)cc1F)N1CCNCC1,True,True,False,False,False,False,False,False,False
O=C(c1ccc(Cl)cc1F)N1CCNCC1,True,False,False,False,False,False,False,False,False
CNc1ccccc1C(=O)N1CCN(C)CC1,True,True,False,True,False,False,True,False,False
O=C(c1ccc(F)cc1F)N1CCCNCC1,True,False,False,False,False,False,False,False,False
CC(=O)N1CCN(c2ccc(CN)cc2)CC1,True,False,False,True,False,False,True,False,False
CCN1CCN(c2ccc(C(C)=O)cc2F)CC1,True,False,False,False,False,False,False,False,False
O=C(c1c(F)cccc1Cl)N1CCNCC1,True,False,False,False,False,False,False,False,False
COc1ccc(C(=O)N2CCNCC2)cc1OC,True,False,False,True,False,False,False,False,False
N#CCC(=O)N1CCN(c2ccccc2F)CC1,True,False,False,True,False,False,False,False,False
O=C(Nc1ccccc1CO)c1ccc(F)cc1,True,False,False,False,False,False,True,True,False
NCC(Cc1cccc(F)c1)C(=O)N1CCOCC1,True,False,False,True,False,False,False,False,False
CN1CCN(Cc2ccc(N)c(F)c2)CC1=O,True,True,False,False,False,False,False,False,False
CN1CC(=O)NC(c2cccc(F)c2)C1=O,True,False,False,False,False,False,False,False,False
CC(c1ccc(F)cc1)N1CCCC(N)C1=O,True,False,False,True,False,False,False,False,False
NCc1ccc(C(=O)Nc2ccc(F)cc2)cc1,True,False,False,False,False,False,True,False,False
Nc1ccccc1C(=O)Nc1cccc(F)c1,True,False,False,False,False,False,True,True,True
CNC(=O)c1ccccc1-c1cccc(CN)c1,True,False,False,True,False,False,False,False,False
Nc1cc(NC(=O)c2ccccc2I)ccc1F,True,False,False,False,False,False,False,False,False
CC1CC(C)CN(C(=O)c2ccccc2N)C1,True,True,False,True,False,False,False,False,False
CC(=O)N1CCN(c2ccccc2CN)CC1,True,False,False,True,False,False,True,False,False
CNC(=O)c1ccccc1-c1ccc(CN)cc1,True,False,False,True,False,False,False,False,False
NC(c1ccc(Cl)cc1)c1ccc(F)c(F)c1,True,False,False,False,False,False,False,False,False
CN1CCN(C(=O)c2ccc(CO)cc2)CC1,True,False,False,True,False,False,True,False,False
O=C(O)c1cccc(-c2ccc(F)c(F)c2)c1,True,False,False,False,False,False,False,False,False
NCc1ccc(NC(=O)c2ccc(F)cc2)cc1,True,False,False,False,False,False,True,False,False
NNC(=O)c1cccc(NC(=O)c2ccc(F)cc2)c1,True,False,False,True,False,False,False,False,False
O=C(CCl)N1CCN(c2ccccc2F)CC1,True,False,False,True,False,False,False,False,False
C=CC(=O)N1CCCC(c2ccc(F)c(F)c2)C1,True,False,False,True,False,False,False,False,False
N#Cc1cccc(NC(=O)c2ccccc2F)c1,True,False,False,False,False,False,True,False,False
O=C(Nc1ccc(F)cc1F)c1ccccc1I,True,False,False,False,False,False,False,False,False
CN1CCN(c2ccc(C(=O)O)c(F)c2)CC1,True,False,False,False,False,False,False,False,False
CC(N)c1cc(F)ccc1N1CCN(C)CC1,True,False,False,False,False,False,False,False,False
NC(=O)c1ccccc1C(=O)c1ccc(F)cc1,True,False,False,True,False,False,False,False,False
CCN1CCN(C(=O)c2ccccc2N)CC1,True,False,False,True,False,False,True,False,False
NCCC(=O)N1CCN(c2ccc(F)cc2)CC1,True,False,False,True,False,False,False,False,False
Cc1cc(C(=O)N2CCCC(C)C2)ccc1N,True,True,False,True,True,False,False,False,False
COc1cc(OC)cc(C(=O)N2CCNCC2)c1,True,False,False,True,False,False,False,False,False
O=C(c1ccc(F)c(F)c1)N1CCNCC1,True,True,False,False,False,False,False,False,False
O=C(c1c(F)cccc1F)N1CCNCC1,True,True,False,False,False,False,False,False,False
O=C(c1c(F)cccc1F)N1CCCCCC1,True,False,False,False,False,False,False,False,False
Cc1cc(Br)ccc1C(=O)N1CCN(C)CC1,True,True,False,True,False,False,False,False,False
O=C(Nc1ccc(F)c(F)c1)c1cccc(O)c1,True,False,False,True,False,False,False,False,False
O=C(c1ccc(F)cc1Cl)N1CCNCC1,True,False,False,False,False,False,False,False,False
O=C(c1cc(Cl)ccc1F)N1CCNCC1,True,False,False,False,False,False,False,False,False
CN1CCN(c2ccc(C(=O)O)cc2F)CC1,True,False,False,False,False,False,False,False,False
O=C1CNCCN1Cc1ccc(F)cc1F,True,False,False,False,False,False,False,False,False
NCc1ccc(C(=O)N2CCNC(=O)C2)cc1,True,False,False,True,False,False,True,False,False
CN(C)C(=O)c1ccc(C2CCNCC2)cc1,True,False,False,True,False,False,True,False,False
CC(=O)N1CCN(Cc2ccccc2C(=O)O)CC1,True,False,False,True,False,False,False,False,False
Cc1ccc(C(=O)N(C)c2ccc(O)cc2)cc1,True,False,False,True,False,False,False,False,False
CCN1CCN(C(=O)c2ccc(N)cc2)CC1,True,False,False,True,False,False,True,False,False
NC(=O)c1cc(F)ccc1N1CCNCC1,True,False,False,False,False,False,True,False,False
NCc1ccc(N2CCNC(=O)C2)c(F)c1,True,False,False,False,False,False,False,False,False
NC(=O)c1ccccc1C(=O)c1ccccc1,True,False,False,False,False,False,False,False,False
CN(C)C(=O)C(c1ccccc1)c1ccccc1,True,False,False,True,True,False,False,False,False
CN1CC(=O)N(Cc2ccc(N)cc2)CC1=O,True,False,False,True,False,False,False,False,False
CC(C)c1ccc(C(=O)N2CCNCC2)cc1,True,False,False,True,False,False,True,False,False
NC1CCN(C(=O)c2cc(F)ccc2F)CC1,True,True,False,True,False,False,False,False,False
CN1CCN(Cc2ccc(N)cc2)C(=O)C1=O,True,False,False,True,False,False,False,False,False
Cc1ccc(C(=O)N2CCNCC2)cc1F,True,True,False,False,False,False,False,False,False
CC(=O)N1CCN(c2ccc(F)cc2N)CC1,True,True,False,True,False,False,False,False,False
CC1(C)CCN(C(=O)c2ccccc2)CC1,True,False,False,True,False,False,True,False,False
CC(C)CNC(=O)c1cc(F)c(F)c(F)c1,True,False,False,False,False,False,False,False,False
CN1CCN(c2ccc(F)cc2C(=O)O)CC1,True,False,False,False,False,False,False,False,False
CC(C)C1CCN(C(=O)c2ccccc2)CC1,True,False,False,True,False,False,True,True,False
CC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,True,False,False,True,False,False,False,False,False
NC1CCN(C(=O)c2cc(F)ccc2Cl)CC1,True,False,False,True,False,False,False,False,False
COc1ccc(C(=O)N2CCNCC2)c(OC)c1,True,False,False,True,True,False,False,False,False
O=C(c1cc(F)ccc1F)N1CCNCC1,True,True,False,False,False,False,False,False,False
Nc1ccccc1C(=O)Nc1ccc(F)cc1,True,False,False,False,False,False,True,True,False
O=C(CCl)N1CCN(Cc2ccccc2F)CC1,True,False,False,False,False,False,False,False,False
CC(=O)N1CCN(c2ccccc2C=O)CC1,True,False,False,True,False,False,True,False,False
Cc1ccc(C(=O)N2CCN(C(=O)CCl)CC2)cc1,True,False,False,True,False,False,False,False,False
CN1CCN(c2ccc(C(=O)[O-])c(F)c2)CC1,True,False,False,False,False,False,False,False,False
Cc1cc(C)cc(C(=O)N2CCC(N)CC2)c1,True,False,False,True,True,False,False,False,False
NC(=O)c1ccc(C(=O)Nc2ccccc2F)cc1,True,False,False,True,True,False,False,False,False
CN1CCN(C(=O)c2ccccc2)CC1=O,True,False,False,True,False,False,False,False,False
CC(C)(C(=O)N1CCNCC1)c1ccccc1,True,True,False,True,False,False,False,False,False
O=C(O)C1(c2ccc(F)cc2)CCOCC1,True,False,False,False,False,False,False,False,False
CC1(c2ccccc2)CC(=O)NC(=O)C1,True,False,False,False,False,False,False,False,False
Cc1ccc(C2(C(=O)O)CCNCC2)cc1,True,False,False,False,False,False,True,False,False
Cc1cccc(C2(C(=O)O)CCNCC2)c1,True,False,False,False,False,False,True,False,False
COC1(C(N)=O)CCC(c2ccccc2)CC1,True,False,False,True,False,False,False,False,False
CCN1CCC(C(=O)O)(c2ccccc2)CC1,True,False,False,False,False,False,True,False,False
O=C1CCC(CO)(c2ccccc2)CN1,True,False,False,True,False,False,True,False,False
CC1(c2ccncc2)CCC(=O)NC1=O,True,False,False,False,False,False,False,False,False
N#CC1(c2ccccc2)CCC(=O)NC1,True,False,False,True,False,False,False,False,False
O=C(O)C1(c2ccc(Br)cc2)CCNCC1,True,False,False,False,False,False,False,False,False
N#CC1(c2cc(F)cc(F)c2)CCNCC1,True,False,False,False,False,False,False,False,False
NC(=O)C1(N)CCN(Cc2ccccc2)CC1,True,False,False,True,False,False,False,False,False
CNC(=O)C1(Cc2ccc(F)cc2)CCNCC1,True,True,False,True,False,False,False,False,False
NC(=O)C1(c2ccccc2)CCNCC1,True,True,False,False,False,False,False,False,False
CC1(C)CC(=O)NCC1c1ccccc1,True,False,False,True,False,False,False,False,False
O=C(O)C1(c2ccc(F)cc2)CCCCC1,True,False,False,False,False,False,False,False,False
CC1(c2ccc(F)cc2)CC(=O)NC(=O)C1,True,False,False,False,False,False,False,False,False
O=C(O)C1(Cc2cccc(F)c2)CCNCC1,True,False,False,False,False,False,False,False,False
O=C(O)C1(c2ccc(F)cc2)CCNCC1,True,True,False,False,False,False,False,False,False
O=C(O)C1(c2cccc(F)c2)CCCCC1,True,False,False,False,False,False,False,False,False
COC(=O)C1(c2ccc(F)cc2)CCNCC1,True,False,False,False,False,False,False,False,False
O=C(O)C1(c2ccc(Cl)cc2)CCNCC1,True,False,False,False,False,False,False,False,False
CC1(F)CCN(C(=O)c2ccccc2)CC1,True,False,False,True,False,False,False,False,False
CC1(C)CCCN(C(=O)c2ccccc2)C1,True,False,False,True,True,False,True,False,False
CC1(C)CCCCN1C(=O)c1ccccc1,True,False,False,False,False,False,False,False,False
CNC1(c2ccc(F)cc2)CCCCC1=O,True,False,False,False,False,False,False,False,False
NCC1(c2ccccc2)CCCC1,True,False,False,False,False,False,False,False,False
Cc1cccnc1C1(CN)CC1,True,False,False,False,False,False,False,False,False
N#CC1(c2ccccn2)CNC1,True,False,False,False,False,False,False,False,False
Cc1ccc(C2(CN)CCC2)nc1,True,False,False,False,False,False,False,False,False
CCC(C)(CN)c1cccc(C)n1,True,False,False,False,False,False,False,False,False
N#CC1(c2ccc(Br)cn2)CCCC1,True,False,False,False,False,False,False,False,False
NC1(c2ccc(Br)cn2)CCCC1,True,False,False,False,False,False,False,False,False
N#CC1(c2ccccn2)CCC1,True,False,False,False,False,False,False,False,False
CC1(c2ccccn2)CCNC1,True,True,False,False,False,False,False,False,False
CCC(C)(CN)c1ccccn1,True,False,False,False,False,False,False,False,False
CCC(CC)(CN)c1ccccn1,True,True,False,False,False,False,False,False,False
OCC1(c2ccccn2)CCNC1,True,True,False,False,False,False,False,False,False
Cc1ccc(C2(CN)CC2)nc1,True,False,False,False,False,False,False,False,False
OCc1cocn1,True,False,False,True,False,False,False,False,False
ClCc1cocn1,True,False,False,True,False,False,False,False,False
CCc1cocn1,True,True,False,True,True,False,False,False,False
NCCc1cocn1,True,True,False,True,False,False,False,False,False
SCc1cocn1,True,False,False,True,False,False,False,False,False
C#Cc1cocn1,True,False,False,True,True,False,False,False,False
N#CCc1cocn1,True,False,False,True,True,False,False,False,False
[N-]=[N+]=NCc1cocn1,True,False,False,False,False,False,False,False,False
Cc1cocn1,True,False,False,True,False,False,False,False,False
CNCc1cocn1,True,True,False,True,False,False,False,False,False
NCCCc1cocn1,True,False,False,False,False,False,False,False,False
BrCc1cocn1,True,False,False,True,False,False,False,False,False
O=Cc1cocn1,True,False,False,True,False,False,False,False,False
CCCc1cocn1,True,False,False,True,False,False,False,False,False
O=S(=O)(c1ccccc1)c1ccc(O)cc1,True,False,False,False,False,False,True,False,False
COCCNc1ccc(S(C)(=O)=O)cc1N,True,False,False,False,False,False,True,False,False
Nc1ccccc1CS(=O)(=O)c1ccccc1,True,False,False,False,False,False,True,False,False
CS(=O)(=O)c1ccc(C2CNCCO2)cc1,True,False,False,False,False,False,True,False,False
CC(C)(C)c1ccc(N2CCNCC2)cc1,True,False,False,False,False,False,True,False,False
NS(=O)(=O)c1ccccc1N1CCNCC1,True,False,False,False,False,False,True,False,False
Nc1cccc(N2CCS(=O)(=O)CC2)c1,True,False,False,False,False,False,True,False,False
Nc1ccc(S(=O)(=O)CCN2CCOCC2)cc1,True,False,False,False,False,False,True,False,False
Nc1cccc(S(=O)(=O)c2ccccc2)c1,True,True,False,False,False,False,True,True,False
O=S(=O)(O)c1cccc(N2CCNCC2)c1,True,True,False,False,False,False,True,True,False
O=S(=O)([O-])c1ccc(Nc2ccccc2)cc1,True,False,False,False,False,False,True,False,False
NS(=O)(=O)c1ccc(N2CCOCC2)cc1,True,False,False,False,False,False,True,False,False
O=S(=O)(Cl)c1ccc(N2CCOCC2)cc1,True,False,False,False,False,False,True,False,False
O=S(=O)(F)c1ccc(N2CCNCC2)cc1,True,True,False,False,False,False,True,True,False
O=Cc1ccccc1N1CCS(=O)(=O)CC1,True,False,False,False,False,False,True,False,False
Nc1ccc(N2CCS(=O)(=O)CC2)cc1,True,False,False,False,False,False,True,False,False
CNS(=O)(=O)c1ccc(N2CCNCC2)cc1,True,False,False,False,False,False,True,False,False
Nc1cccc(CS(=O)(=O)c2ccccc2)c1,True,False,False,False,False,False,True,False,False
CS(=O)(=O)c1cccc(CC2CCCNC2)c1,True,False,False,False,False,False,True,False,False
NS(=O)(=O)c1ccc(N2CCNCC2)cc1,True,True,False,False,False,False,True,True,False
O=S(=O)(Cl)c1ccccc1N1CCCCC1,True,False,False,False,False,False,True,False,False
Nc1cccc(S(=O)(=O)C2CCCCC2)c1,True,False,False,False,False,False,True,False,False
O=S(=O)(Cl)c1cccc(N2CCOCC2)c1,True,False,False,False,False,False,True,False,False
NS(=O)(=O)c1cccc(N2CCOCC2)c1,True,False,False,False,False,False,True,False,False
NS(=O)(=O)c1cccc(N2CCNCC2)c1,True,False,False,False,False,False,True,False,False
NCc1ccc(N2CCS(=O)(=O)CC2)cc1,True,False,False,False,False,False,True,False,False
Nc1ccc(S(=O)(=O)Cc2ccccc2)cc1,True,True,False,False,False,False,True,True,False
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,True,False,False,False,False,False,True,False,False
O=S(=O)(O)c1ccc(N2CCNCC2)cc1,True,True,False,False,False,False,True,True,False
O=S(=O)(CCN1CCNCC1)c1ccc(Br)cc1,True,False,False,False,False,False,True,False,False
Nc1ccc(S(=O)(=O)c2ccccc2)cc1,True,True,False,False,False,False,True,True,False
CN1CCN(c2ccc(S(=O)(=O)F)cc2)CC1,True,False,False,False,False,False,True,False,False
O=S(=O)(F)c1cncc(N2CCNCC2)c1,True,False,False,False,False,False,True,False,False
O=S(=O)(F)c1cccc(N2CCNCC2)c1,True,True,False,False,False,False,True,True,False
CN1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,True,False,False,False,False,False,True,False,False
CS(=O)(=O)c1ccc(C2CCCCN2)cc1,True,False,False,False,False,False,True,False,False
NCc1ccc(S(=O)(=O)c2ccccc2)cc1,True,False,False,False,False,False,True,False,False
CS(=O)(=O)c1ccc(CN2CCNCC2)cc1,True,True,False,False,False,False,True,True,False
