,xx01zvns2b,xx01zvns2b,xx01zvns2b,a71ev2a,a71ev2a,a71ev2a,d68ev3c,d68ev3c,d68ev3c
,openbind_xx01zvns2b_c2_hit_analogues_85percent,openbind_xx01zvns2b_c2_hit_analogues_90percent,openbind_xx01zvns2b_c2_hit_analogues_95percent,openbind_a71ev2a_c2_hit_analogues_85percent,openbind_a71ev2a_c2_hit_analogues_90percent,openbind_a71ev2a_c2_hit_analogues_95percent,openbind_d68ev3c_c2_hit_analogues_85percent,openbind_d68ev3c_c2_hit_analogues_90percent,openbind_d68ev3c_c2_hit_analogues_95percent
smiles,,,,,,,,,
CC(=O)CC(=O)Nc1cccc(F)c1,False,False,False,True,False,False,False,False,False
CC(=O)CC(=O)Nc1cccc(Cl)c1,False,False,False,True,False,False,False,False,False
CC(C)NC(=O)Nc1cccc(N)c1,False,False,False,True,True,False,False,False,False
CCNC(=O)Nc1cccc(N)c1,False,False,False,True,False,False,False,False,False
CNC(=O)CNc1cccc(OC)c1,False,False,False,True,False,False,False,False,False
CNCC(=O)Nc1cc(F)cc(F)c1,False,False,False,True,False,False,False,False,False
O=C(CCl)NC(=O)Nc1ccccc1,False,False,False,True,False,False,False,False,False
CCNCC(=O)Nc1cccc(OC)c1,False,False,False,True,False,False,False,False,False
C#Cc1cccc(NC(=O)CNC)c1,False,False,False,True,False,False,False,False,False
CC(=O)CC(=O)Nc1ccc(Cl)cc1,False,False,False,True,False,False,False,False,False
CCCNC(=O)Nc1cccc(N)c1,False,False,False,True,False,False,False,False,False
CN(C)NC(=O)Nc1cccc(N)c1,False,False,False,True,False,False,False,False,False
CCNC(=O)Nc1cc(N)ccc1C,False,False,False,True,False,False,False,False,False
CN(C)C(=O)Nc1cccc(N)c1,False,False,False,True,False,False,False,False,False
CC#CCNc1ccc(NC(C)=O)cc1,False,False,False,True,False,False,False,False,False
C#Cc1cccc(NCC(=O)NC)c1,False,False,False,True,False,False,False,False,False
CC(C)NC(=O)Nc1ccccc1N,False,False,False,True,False,False,False,False,False
Cc1ccc(NC(=O)NC(=O)CCl)cc1,False,False,False,True,False,False,False,False,False
Nc1ccc(NC(=O)CC(=O)O)cc1,False,False,False,True,False,False,False,False,False
CC(=O)Nc1ccc(N)c(N)c1,False,False,False,True,False,False,False,False,False
C#Cc1cccc(NC(=O)CCCN)c1,False,False,False,True,False,False,False,False,False
CC(=O)Nc1cccc(CC(=O)O)c1,False,False,False,True,False,False,False,False,False
CC(=O)CC(=O)Nc1ccc(F)cc1,False,False,False,True,False,False,False,False,False
CC(=O)CC(=O)Nc1cccc(C)c1,False,False,False,True,False,False,False,False,False
CC(=O)CC(=O)Nc1ccc(I)cc1,False,False,False,True,False,False,False,False,False
O=C(CCl)NC(=O)Nc1ccc(Br)cc1,False,False,False,True,False,False,False,False,False
CCCC(=O)Nc1cccc(CN)c1,False,False,False,True,False,False,True,False,False
CCNC(=O)N(C)c1cccc(N)c1,False,False,False,True,False,False,False,False,False
CNCC(=O)Nc1cccc(OC)c1,False,False,False,True,False,False,False,False,False
CCNC(=O)Nc1ccc(C)c(N)c1,False,False,False,True,False,False,False,False,False
Nc1cccc(NC(=O)NC2CC2)c1,False,False,False,True,False,False,False,False,False
CCC(=O)CC(=O)Nc1ccccc1,False,False,False,True,False,False,True,False,False
CC(=O)CC(=O)Nc1ccc(Br)cc1,False,False,False,True,False,False,False,False,False
CCCC(=O)Nc1cccc(N)c1,False,False,False,True,False,False,True,False,False
CC(=O)Nc1cccc(N=[N+]=[N-])c1,False,False,False,True,False,False,False,False,False
C=CC(=O)Nc1ccc(N=[N+]=[N-])cc1,False,False,False,True,False,False,False,False,False
CC(=O)CC(=O)Nc1cccc(Br)c1,False,False,False,True,False,False,False,False,False
CCN(C)C(=O)Nc1cccc(N)c1,False,False,False,True,False,False,False,False,False
CC(C)NC(=O)Nc1ccc(N)cc1,False,False,False,True,True,False,False,False,False
O=C(CCl)Nc1cccc(N2CCCC2=O)c1,False,False,False,True,False,False,False,False,False
Nc1ccc(N2CCCC2=O)cc1,False,False,False,True,True,False,False,False,False
O=C(CCl)Nc1ccc(N2CCCC2)cc1,False,False,False,True,False,False,False,False,False
O=C(CCCl)Nc1ccc(N2CCCC2=O)cc1,False,False,False,True,False,False,False,False,False
O=C(CCl)Nc1ccc(N2CCCC2=O)cc1,False,False,False,True,False,False,False,False,False
NCc1ccc(CN2CCCC2=O)cc1,False,False,False,True,False,False,False,False,False
Nc1ccc(CN2C(=O)CCC2=O)cc1,False,False,False,True,False,False,True,False,False
NCc1ccc(C(=O)N2CCCC2)cc1,False,False,False,True,False,False,False,False,False
O=C1CCCN1c1ccc(O)cc1,False,False,False,True,False,False,True,False,False
N#Cc1cccc(N2C(=O)CCC2=O)c1,False,False,False,True,False,False,True,False,False
N#Cc1ccccc1CN1CCCC1=O,False,False,False,True,False,False,False,False,False
O=C(CCl)NCc1ccc(N2CCCC2)cc1,False,False,False,True,False,False,False,False,False
Nc1ccccc1NC(=O)N1CCCC1,False,False,False,True,False,False,True,False,False
NC1CC(=O)N(c2ccccc2)C1,False,False,False,True,False,False,False,False,False
N#CC1CC(=O)N(c2ccccc2)C1,False,False,False,True,True,False,False,False,False
N#Cc1cccc(CN2CCCC2=O)c1,False,False,False,True,False,False,False,False,False
Nc1ccc(C(=O)NCCN2CCCC2)cc1,False,False,False,True,False,False,True,False,False
O=C1CC(CO)CN1Cc1ccccc1,False,False,False,True,False,False,True,False,False
O=C1CC(=O)N(c2ccccc2)C1,False,False,False,True,False,False,False,False,False
Nc1ccc(CCC(=O)N2CCCC2)cc1,False,False,False,True,False,False,False,False,False
N#Cc1ccc(CN2CCCC2=O)cc1,False,False,False,True,False,False,False,False,False
O=C1CCCN1c1ccc(Br)cc1,False,False,False,True,False,False,False,False,False
N#Cc1cccc(N2CCCC2=O)c1,False,False,False,True,False,False,False,False,False
NCC1CC(=O)N(c2ccc(Cl)cc2)C1,False,False,False,True,False,False,False,False,False
NCC1CC(=O)N(Cc2ccccc2)C1,False,False,False,True,False,False,False,False,False
O=Cc1ccc(C(=O)N2CCCC2)cc1,False,False,False,True,False,False,False,False,False
Nc1ccc(CC(=O)N2CCCC2)cc1,False,False,False,True,True,False,False,False,False
CCNC1CCN(c2ccccc2)C1=O,False,False,False,True,False,False,False,False,False
O=C1CCN(c2ccccc2)C1=O,False,False,False,True,False,False,False,False,False
O=C1CC(CO)CN1c1ccc(Br)cc1,False,False,False,True,False,False,True,False,False
Nc1ccccc1C(=O)N1CCCC1,False,False,False,True,False,False,False,False,False
NCCN1CCN(C(=O)C2CCCC2)CC1,False,False,False,True,False,False,False,False,False
CN(c1ccccc1)C1CCNC1=O,False,False,False,True,False,False,False,False,False
CCC(c1ccccc1)C1CNC(=O)C1,False,False,False,True,False,False,False,False,False
O=C1CCC(=O)N1Cc1ccccc1,False,False,False,True,False,False,False,False,False
O=C1CCC(=O)N1c1ccc(O)cc1,False,False,False,True,False,False,False,False,False
CN(C(=O)C1CC1)c1ccc(N)cc1,False,False,False,True,False,False,False,False,False
Cc1ccc(C2CC(=O)NC2=O)cc1,False,False,False,True,False,False,True,False,False
O=C(c1ccccc1)N1CCC(CF)C1,False,False,False,True,False,False,False,False,False
NCc1cccc(C(=O)N2CCCC2)c1,False,False,False,True,False,False,False,False,False
NC(=O)c1ccc(N2CCCC2)c(N)c1,False,False,False,True,False,False,True,False,False
CC(C)c1ccc(NCC(=O)N2CCCC2)cc1,False,False,False,True,False,False,True,False,False
Nc1cccc(N2C(=O)CCC2=O)c1,False,False,False,True,False,False,False,False,False
CN(C)c1ccc(C2CCNC2)cc1,False,False,False,True,False,False,False,False,False
O=C(c1ccccc1)N1CCC(CCl)C1,False,False,False,True,False,False,False,False,False
O=C1CCC(=O)N1c1cccc(O)c1,False,False,False,True,False,False,False,False,False
Nc1ccc(C2CNC(=O)C2)cc1,False,False,False,True,False,False,False,False,False
CC(C)c1ccc(C2CNC(=O)C2)cc1,False,False,False,True,False,False,True,False,False
CC(Cl)C(=O)Nc1ccc(N2CCCC2)cc1,False,False,False,True,False,False,False,False,False
N#Cc1ccc(N2CCCC2=O)cc1,False,False,False,True,True,False,False,False,False
NC(=O)C1CCCN1c1ccccc1,False,False,False,True,False,False,False,False,False
O=C1CCCN1c1ccccc1O,False,False,False,True,False,False,True,False,False
O=C1CCCN1c1ccc(CO)cc1,False,False,False,True,True,False,False,False,False
NC(C(=O)N1CCCC1)C1CCCCC1,False,False,False,True,False,False,False,False,False
Nc1ccc(CC2CC(=O)NC2=O)cc1,False,False,False,True,False,False,False,False,False
NCc1ccc(NC(=O)CCN2CCCC2)cc1,False,False,False,True,False,False,False,False,False
O=C1CCCN1c1cccc(Br)c1,False,False,False,True,False,False,False,False,False
N#CC1CC(=O)N(c2ccc(Br)cc2)C1,False,False,False,True,False,False,False,False,False
Nc1ccccc1N1CCCC1=O,False,False,False,True,True,False,False,False,False
O=C1CCCN1c1cccc(O)c1,False,False,False,True,False,False,False,False,False
NCC1CCN(C(=O)Cc2ccccc2)C1,False,False,False,True,False,False,True,False,False
NC(CN1CCCC1=O)c1ccccc1,False,False,False,True,False,False,False,False,False
O=C1CC(=O)N(c2ccc(Br)cc2)C1,False,False,False,True,False,False,False,False,False
CC(=O)c1ccc(N2CCCC2=O)cc1,False,False,False,True,False,False,True,False,False
CC(N)c1cccc(N2CCCC2=O)c1,False,False,False,True,False,False,True,False,False
Nc1ccc(N2C(=O)CCC2=O)cc1,False,False,False,True,False,False,False,False,False
NCC1CC(=O)N(CCc2ccccc2)C1,False,False,False,True,False,False,True,False,False
Nc1cccc(N2CCCC2=O)c1,False,False,False,True,False,False,False,False,False
NC1CCN(C(=O)C2CCCCC2)C1,False,False,False,True,False,False,False,False,False
Nc1ccccc1CN1CCCC1=O,False,False,False,True,False,False,False,False,False
NCc1ccccc1CN1CCCC1=O,False,False,False,True,False,False,False,False,False
NCc1cccc(CN2CCCC2=O)c1,False,False,False,True,False,False,False,False,False
CC(N)c1ccc(N2CCCC2=O)cc1,False,False,False,True,False,False,True,False,False
CC(C(=O)N1CCCC1)N1CCNCC1,False,False,False,True,False,False,False,False,False
CNC1CCN(c2ccccc2)C1=O,False,False,False,True,False,False,False,False,False
NCc1cccc(N2CCCC2=O)c1,False,False,False,True,True,False,False,False,False
Nc1ccccc1N1C(=O)CCC1=O,False,False,False,True,False,False,False,False,False
NCC1CCN(c2ccccc2)C1=O,False,False,False,True,True,False,False,False,False
Nc1cccc(CN2CCCC2=O)c1,False,False,False,True,False,False,False,False,False
C#Cc1cccc(NCC(=O)N2CCCC2)c1,False,False,False,True,False,False,False,False,False
O=C1CCC(=O)N1CCN1CCNCC1,False,False,False,True,False,False,False,False,False
NCCc1ccc(CN2CCCC2=O)cc1,False,False,False,True,False,False,False,False,False
NC1CCN(C(=O)Cc2ccccc2)C1,False,False,False,True,False,False,False,False,False
O=C1CCCN1c1cccc(CO)c1,False,False,False,True,False,False,False,False,False
NCC1CC(=O)N(c2ccccc2)C1,False,False,False,True,True,False,False,False,False
CC(N)C(=O)Nc1cccc(N2CCCC2)c1,False,False,False,True,False,False,False,False,False
Cc1ccc(N2CCCC2=O)cc1N,False,False,False,True,False,False,False,False,False
NCc1cccc(NC(=O)C2CCCC2)c1,False,False,False,True,False,False,False,False,False
COc1ccc(N2C(=O)CCC2=O)cc1,False,False,False,True,False,False,False,False,False
CN1CCC(c2ccccc2)C1=O,False,False,False,True,False,False,False,False,False
NCC(=O)c1ccc(N2CCCC2)cc1,False,False,False,True,False,False,False,False,False
O=C(c1ccc(CCl)cc1)N1CCCC1,False,False,False,True,False,False,False,False,False
O=C(c1ccccc1)N1CCC(CBr)C1,False,False,False,True,False,False,False,False,False
NC(C(=O)N1CCCC1)c1ccccc1,False,False,False,True,False,False,False,False,False
O=C(C(=O)N1CCNCC1)N1CCCC1,False,False,False,True,False,False,False,False,False
O=C(CCl)Nc1ccccc1N1CCCC1,False,False,False,True,False,False,False,False,False
O=C(CCl)NCC1CCN(c2ccccc2)C1,False,False,False,True,False,False,False,False,False
N#CC1CC(=O)N(Cc2ccccc2)C1,False,False,False,True,False,False,False,False,False
C=CC(=O)Nc1ccc(N2CCCC2=O)cc1,False,False,False,True,False,False,False,False,False
NC1CCN(c2ccccc2)C1=O,False,False,False,True,False,False,False,False,False
O=C1CC(CO)CN1c1ccccc1,False,False,False,True,False,False,False,False,False
NCC1CC(=O)N(c2ccc(F)cc2)C1,False,False,False,True,False,False,False,False,False
O=C(C(Cl)c1ccccc1)N1CCCC1,False,False,False,True,False,False,False,False,False
CCc1ccccc1C1CNC(=O)C1,False,False,False,True,False,False,False,False,False
CC(=O)c1cccc(N2CCCC2=O)c1,False,False,False,True,False,False,True,False,False
CC1CCN(c2ccccc2)C1=O,False,False,False,True,True,False,False,False,False
COc1ccc(N2CCC(CN)C2)cc1,False,False,False,True,False,False,False,False,False
Cc1ccc(OCC(=O)NN)cc1C,False,False,False,True,False,False,False,False,False
COc1ccccc1C(=O)NCC(=O)O,False,False,False,True,False,False,True,False,False
COc1ccc(C(N)=O)c(O)c1,False,False,False,True,False,False,False,False,False
CCOc1ccc(CN(C)C(=O)CCl)cc1,False,False,False,True,False,False,False,False,False
COc1ccc(C(=O)NCC(=O)O)cc1,False,False,False,True,False,False,True,False,False
CCOc1ccccc1C(=O)NCC(=O)O,False,False,False,True,False,False,False,False,False
CCC(N)c1ccccc1OCC(=O)NC,False,False,False,True,False,False,True,False,False
COc1ccccc1C(=O)NCCC(=O)O,False,False,False,True,False,False,True,False,False
COc1cc(C=O)ccc1OCC(N)=O,False,False,False,True,False,False,False,False,False
COc1cccc(CN(C)C(=O)CCl)c1,False,False,False,True,False,False,False,False,False
CN(C)C(=O)c1cccc(O)c1,False,False,False,True,False,False,True,False,False
Cc1ccc(C(=O)N(C)C)cc1O,False,False,False,True,False,False,False,False,False
COc1cc(CN)ccc1OCC(N)=O,False,False,False,True,False,False,False,False,False
COc1ccc(Cl)cc1CNC(=O)CCl,False,False,False,True,False,False,False,False,False
Cc1ccc(O)c(C(=O)NCC(C)C)c1,False,False,False,True,False,False,True,False,False
CN(C)CCOc1ccccc1CN,False,False,False,True,False,False,False,False,False
COc1ccc(O)c(C(N)=O)c1,False,False,False,True,False,False,False,False,False
COCCNC(=O)c1ccc(O)cc1,False,False,False,True,False,False,False,False,False
CC(O)CNC(=O)c1cccc(O)c1,False,False,False,True,False,False,False,False,False
NC(=O)c1ccccc1OCCO,False,False,False,True,False,False,False,False,False
CC(=O)CCCOc1ccccc1C(N)=O,False,False,False,True,False,False,True,False,False
CCN(CC)Cc1cc(C=O)ccc1OC,False,False,False,True,False,False,False,False,False
CN(C)C(=O)c1ccccc1O,False,False,False,True,True,False,True,False,False
COc1ccc(C(=O)NCCN)cc1,False,False,False,True,False,False,False,False,False
NC(=O)COc1ccc(C(=O)O)cc1,False,False,False,True,False,False,False,False,False
Cc1cccc(C)c1OCCNC(=O)CCl,False,False,False,True,False,False,False,False,False
COc1ccc(C(=O)NC(=O)CCl)cc1,False,False,False,True,False,False,False,False,False
CN(C)C(=O)COc1ccccc1Br,False,False,False,True,False,False,False,False,False
COc1cccc(OC)c1C(=O)NN,False,False,False,True,False,False,False,False,False
CNC(=O)COc1ccc(N)c(C)c1,False,False,False,True,False,False,True,False,False
COc1ccc(C(=O)NCCO)cc1,False,False,False,True,False,False,False,False,False
COc1ccccc1CCNC(=O)CN,False,False,False,True,False,False,False,False,False
NNC(=O)c1ccccc1OC(F)F,False,False,False,True,False,False,False,False,False
NC(=O)COc1ccccc1C=O,False,False,False,True,False,False,False,False,False
CNC(=O)COc1ccc(C=O)cc1OC,False,False,False,True,False,False,False,False,False
COc1ccccc1CCNC(=O)CCl,False,False,False,True,False,False,False,False,False
C=CC(=O)Nc1ccc(OCC)c(CO)c1,False,False,False,True,False,False,False,False,False
NCCNC(=O)c1ccccc1O,False,False,False,True,False,False,True,False,False
Cc1cc(N)ccc1OCCN(C)C,False,False,False,True,False,False,False,False,False
COc1cccc(OC)c1CNC(C)=O,False,False,False,True,True,False,True,False,False
CCC(=O)c1ccccc1OCC(=O)NC,False,False,False,True,False,False,False,False,False
CN(C)CCNC(=O)c1ccccc1O,False,False,False,True,True,False,True,True,False
NC(=O)c1ccccc1OCCCl,False,False,False,True,False,False,False,False,False
CN(C)Cc1cc(C=O)ccc1O,False,False,False,True,False,False,False,False,False
CNC(=O)COc1cc(C=O)ccc1OC,False,False,False,True,False,False,False,False,False
COc1ccccc1C(C)NC(=O)CCl,False,False,False,True,False,False,True,False,False
CC(=O)NCCc1ccc(O)c(O)c1,False,False,False,True,False,False,True,False,False
CCNC(=O)COc1ccc(C=O)cc1,False,False,False,True,False,False,False,False,False
Cc1ccc(C(=O)O)cc1OCCN,False,False,False,True,False,False,False,False,False
CNC(=O)C(N)c1ccccc1OC,False,False,False,True,False,False,True,False,False
CCNC(=O)c1cc(O)ccc1O,False,False,False,True,False,False,True,False,False
CNC(=O)COc1ccc(C(C)O)cc1,False,False,False,True,False,False,False,False,False
CCNC(=O)c1ccccc1O,False,False,False,True,False,False,False,False,False
CCOc1cc(C(N)=O)ccc1OC,False,False,False,True,False,False,False,False,False
CNC(=O)c1ccc(N)cc1O,False,False,False,True,False,False,True,False,False
COc1ccccc1C(=O)N(C)OC,False,False,False,True,False,False,False,False,False
Cc1cc(Cl)ccc1OCC(=O)NN,False,False,False,True,False,False,False,False,False
COc1ccccc1C(=O)N(C)C,False,False,False,True,True,False,True,False,False
CCCCNC(=O)c1ccc(Cl)cc1O,False,False,False,True,False,False,True,False,False
CC(N)COc1ccccc1C(=O)O,False,False,False,True,False,False,False,False,False
CCCOc1ccccc1C(=O)CN,False,False,False,True,False,False,False,False,False
NC(=O)COc1ccc(Br)cc1C=O,False,False,False,True,False,False,False,False,False
COc1ccccc1CN(C)C(=O)CCl,False,False,False,True,True,False,True,False,False
CC(N)c1ccc(OCC(N)=O)cc1,False,False,False,True,False,False,False,False,False
Cc1ccc(CN)c(OCC(C)C)c1,False,False,False,True,False,False,False,False,False
CCN(CC)CCOc1ccccc1CN,False,False,False,True,False,False,False,False,False
O=C(O)CNC(=O)c1ccc(O)cc1,False,False,False,True,False,False,False,False,False
COc1ccccc1C(=O)N(C)CCN,False,False,False,True,True,False,True,False,False
COc1ccc(C(=O)NO)c(O)c1,False,False,False,True,False,False,False,False,False
CC(Oc1ccccc1C#N)C(N)=O,False,False,False,True,False,False,False,False,False
COc1ccccc1CNC(=O)CCl,False,False,False,True,False,False,False,False,False
CNC(=O)COc1ccc(C(C)=O)cc1,False,False,False,True,False,False,False,False,False
CCNC(=O)c1cccc(C)c1O,False,False,False,True,False,False,True,False,False
CNC(=O)COc1ccc(CN)cc1,False,False,False,True,False,False,False,False,False
CNC(=O)c1ccc(O)c(C=O)c1,False,False,False,True,False,False,True,False,False
CNCc1ccc(OC)c(C(C)C)c1,False,False,False,True,False,False,False,False,False
CNC(=O)c1ccc(C=O)c(O)c1,False,False,False,True,False,False,True,False,False
CC(=O)Nc1ccc(O)c(C=O)c1,False,False,False,True,False,False,True,False,False
COc1ccc(O)c(C(=O)NN)c1,False,False,False,True,False,False,False,False,False
NC(=O)c1ccc(OCC(=O)O)cc1,False,False,False,True,False,False,False,False,False
COc1ccccc1CNC(=O)CCCl,False,False,False,True,False,False,False,False,False
COc1ccc(C=O)cc1CN(C)C,False,False,False,True,True,False,True,False,False
CNC(=O)c1cc(N)ccc1O,False,False,False,True,False,False,True,False,False
CNC(=O)c1cc(C)ccc1O,False,False,False,True,False,False,True,False,False
CNC(=O)c1ccc(C)cc1O,False,False,False,True,False,False,True,False,False
Cc1ccc(N)cc1OCCN(C)C,False,False,False,True,False,False,False,False,False
CNC(=O)c1cccc(C)c1O,False,False,False,True,False,False,False,False,False
CNC(=O)c1ccc(C)c(OC)c1,False,False,False,True,False,False,True,False,False
CNC(=O)c1ccc(Br)cc1OC,False,False,False,True,False,False,False,False,False
CCN(Cc1ccc(OC)cc1)C(=O)CCl,False,False,False,True,False,False,False,False,False
CNC(=O)c1ccc(OCCBr)cc1,False,False,False,True,False,False,False,False,False
CN(C)CCOc1ccccc1C(=O)O,False,False,False,True,False,False,False,False,False
CCN(CC)CCNC(=O)c1ccc(O)cc1,False,False,False,True,False,False,False,False,False
COc1ccccc1CNC(=O)C(C)Cl,False,False,False,True,False,False,False,False,False
COc1ccc(CNC(N)=O)c(OC)c1,False,False,False,True,False,False,False,False,False
CN(C)CCCNC(=O)c1ccccc1O,False,False,False,True,True,False,True,False,False
COc1cc(C)ccc1C(=O)NN,False,False,False,True,False,False,False,False,False
COc1ccc(C(=O)NN)c(O)c1,False,False,False,True,False,False,False,False,False
CCOc1ccccc1C(=O)NC,False,False,False,True,True,False,True,False,False
COc1ccc(C=O)cc1OCC(N)=O,False,False,False,True,False,False,False,False,False
COc1ccc(CN(C)C(=O)CCl)cc1,False,False,False,True,False,False,False,False,False
CCOc1cc(C=O)ccc1OCC(N)=O,False,False,False,True,False,False,False,False,False
O=C(O)CCNC(=O)c1ccccc1O,False,False,False,True,False,False,True,False,False
COc1ccccc1C(=O)NC(=O)CCl,False,False,False,True,False,False,True,False,False
Cc1ccccc1OCC(=O)NN,False,False,False,True,False,False,False,False,False
CNC(=O)c1ccc(CCN)c(OC)c1,False,False,False,True,False,False,True,False,False
CCN(CC)Cc1cc(OC)ccc1O,False,False,False,True,False,False,False,False,False
NC(=O)C1CCN(C(=O)CCl)CC1,False,False,False,True,False,False,False,False,False
CC(C)C(=O)N1CCC(C(=O)O)CC1,False,False,False,True,False,False,False,False,False
CC(=O)N1CCCC(C(=O)O)C1,False,False,False,True,False,False,False,False,False
NCCCCN1CCC(C(N)=O)CC1,False,False,False,True,False,False,False,False,False
CN1CCC(N(C)C(=O)CCN)CC1,False,False,False,True,False,False,False,False,False
CC1CCN(CC(C)C(=O)NN)CC1,False,False,False,True,False,False,False,False,False
CNC(=O)C1CCN(C(=O)CCl)CC1,False,False,False,True,True,False,False,False,False
CNCC(=O)N(C)C1CCN(C)CC1,False,False,False,True,False,False,False,False,False
CC(C)N(C)C(=O)CC1CCNCC1,False,False,False,True,True,False,False,False,False
NCC(=O)N1CCC(C(N)=O)CC1,False,False,False,True,True,False,False,False,False
NCCC(=O)N1CCC(CC(N)=O)CC1,False,False,False,True,False,False,False,False,False
O=C(C1CCCNC1)N1CCCCCC1,False,False,False,True,False,False,False,False,False
CN(C)C1CCN(C(=O)CC#N)CC1,False,False,False,True,False,False,False,False,False
CC(=O)N1CCC(CCC(=O)O)CC1,False,False,False,True,False,False,False,False,False
CCC(=O)N1CCC(N)C(C)C1,False,False,False,True,False,False,False,False,False
CCCC(=O)N1CCC(C(=O)O)CC1,False,False,False,True,True,False,False,False,False
C=CC(=O)N1CCC(C(=O)[O-])CC1,False,False,False,True,False,False,False,False,False
CCC1CN(C(C)=O)CCC1N,False,False,False,True,False,False,False,False,False
COC(=O)C(=O)N1CCCC(C)C1,False,False,False,True,False,False,False,False,False
CC1CCCN(C(=O)C(=O)O)C1,False,False,False,True,False,False,False,False,False
COC(=O)C(=O)N1CCC(C)CC1,False,False,False,True,False,False,False,False,False
CC(C)C(=O)N1CCC(N)CC1,False,False,False,True,False,False,False,False,False
CCOC(=O)N1CCCC(C(=O)O)C1,False,False,False,True,False,False,False,False,False
NC1CCN(C(=O)C2CCC2)CC1,False,False,False,True,False,False,False,False,False
NC1CCN(C(=O)C2CC2)CC1,False,False,False,True,False,False,False,False,False
CCC(CC)C(=O)N1CCC(N)CC1,False,False,False,True,True,False,False,False,False
CC(C)CC(N)C(=O)N1CCOCC1,False,False,False,True,False,False,False,False,False
CN(C)C(=O)CC1(O)CCCNC1,False,False,False,True,False,False,False,False,False
C=CC(=O)N1CCCC(NC(C)=O)C1,False,False,False,True,False,False,False,False,False
O=C(O)C1CCN(C(=O)CCl)CC1,False,False,False,True,False,False,False,False,False
CC(C)CC(=O)N1CCCC(N)C1,False,False,False,True,False,False,False,False,False
CC(N)C(=O)N1CCCC(C(=O)O)C1,False,False,False,True,False,False,False,False,False
C#CC(=O)N1CCC(C(=O)O)CC1,False,False,False,True,False,False,False,False,False
CC(C)CC(=O)N1CCC(N)CC1,False,False,False,True,False,False,False,False,False
N#CCC(=O)N1CCC(C(N)=O)CC1,False,False,False,True,True,False,False,False,False
C=CC(=O)N1CCC(C(=O)O)CC1,False,False,False,True,False,False,False,False,False
CC(=O)N1CCC(C(=O)CCl)CC1,False,False,False,True,False,False,False,False,False
CC(=O)N1CCCC(C(=O)CBr)C1,False,False,False,True,False,False,False,False,False
CC(C)(C)C(=O)NCC1CCCNC1,False,False,False,True,False,False,False,False,False
CCOC(=O)C1CCCN(C(=O)CCl)C1,False,False,False,True,False,False,False,False,False
CC(C)(CC1CCCNC1)C(N)=O,False,False,False,True,False,False,False,False,False
COC(=O)C1CCN(C(=O)CCl)CC1,False,False,False,True,False,False,False,False,False
CN(C)C(=O)CN1CCC(CN)CC1,False,False,False,True,True,False,False,False,False
CC(C)CC(=O)N1CCC(CBr)CC1,False,False,False,True,False,False,False,False,False
C=CC(=O)N1CCCC(C(=O)O)C1,False,False,False,True,False,False,False,False,False
C=CC(=O)N1CCC(CN(C)C)CC1,False,False,False,True,False,False,False,False,False
CNC1CCN(C(=O)C2CC2)CC1,False,False,False,True,False,False,False,False,False
CC(C)C(=O)N1CCC(N)C(C)C1,False,False,False,True,False,False,False,False,False
CN(C)C(=O)CCN1CCC(N)CC1,False,False,False,True,False,False,False,False,False
CCC(=O)N1CCC(N)C(CC)C1,False,False,False,True,False,False,False,False,False
CCC1CN(C(=O)C(C)C)CCC1N,False,False,False,True,False,False,False,False,False
NC1CCCN(C(=O)C2CCC2)C1,False,False,False,True,False,False,False,False,False
CCN(CC)C(=O)CCC1CCNCC1,False,False,False,True,False,False,False,False,False
O=C(C1CCNCC1)N1CCCCCC1,False,False,False,True,False,False,False,False,False
CC(C)C(=O)N1CCC(=NO)CC1,False,False,False,True,False,False,False,False,False
C=CC(=O)N1CCC(CC(=O)O)CC1,False,False,False,True,False,False,False,False,False
CCC(C(=O)[O-])C1CCCN(C)C1,False,False,False,True,False,False,False,False,False
CC(=O)N1CCC(C(=O)CBr)CC1,False,False,False,True,False,False,False,False,False
CN1CC(C2CCNCC2)CC1=O,False,False,False,True,False,False,False,False,False
CC(C)CCC1CCC(=O)NC1=O,False,False,False,True,False,False,False,False,False
CC(C)C(N)C(=O)N1CCCCC1,False,False,False,True,False,False,False,False,False
CNC(=O)C1CCC(C(=O)O)CC1,False,False,False,True,False,False,False,False,False
CN(C(=O)C1CC1)C1CCNCC1,False,False,False,True,False,False,False,False,False
CC(C)C(=O)N1CCCC(C(=O)O)C1,False,False,False,True,False,False,False,False,False
CC(C)CC(=O)N1CCC(C(=O)O)CC1,False,False,False,True,False,False,False,False,False
CCOC(=O)C1CCCN(C(N)=O)C1,False,False,False,True,False,False,False,False,False
CCN(CC)C(=O)CN1CCC(N)CC1,False,False,False,True,False,False,False,False,False
C#CC(=O)N1CCCC(C(=O)O)C1,False,False,False,True,False,False,False,False,False
NC(=O)C1CCN(CC(=O)O)CC1,False,False,False,True,False,False,False,False,False
COC(=O)C1CCN(C(C)=O)CC1,False,False,False,True,False,False,False,False,False
CNC(=O)N(C)CC1CCCN(C)C1,False,False,False,True,False,False,False,False,False
CSCC(C)C(=O)N1CCN(C)CC1,False,False,False,True,False,False,False,False,False
COC(=O)CN1CCC(C(N)=O)CC1,False,False,False,True,False,False,False,False,False
O=C(C1CCCC1)N1CCCC(O)C1,False,False,False,True,False,False,True,False,False
O=C1CCC2(CCNCC2)CCN1,False,False,False,True,False,False,False,False,False
