,smiles,compound_code,refinement_status,ASAP soaks,max(pattern_bfp similarity)
28,O=C(Nc1ccc2c(c1)CCC2)c1cccc2cc[nH]c12,OB-00006930-001-002,7 - Analysed & Rejected,0.0,0.9530386740331491
29,O=C(Nc1ccc2c(c1)NCC2)c1cccc2cc[nH]c12,OB-00006928-001-002,3 - In Refinement,0.0,0.8941798941798942
30,O=C(Nc1ccc2c(c1)NCC2)c1cccc2cc[nH]c12,OB-00006928-001-002,3 - In Refinement,0.0,0.8941798941798942
31,O=C(Nc1ccc2c(c1)NCC2)c1cccc2cc[nH]c12,OB-00006928-001-002,3 - In Refinement,0.0,0.8941798941798942
32,O=C(Nc1ccc2c(c1)NCC2)c1cccc2cc[nH]c12,OB-00006928-001-002,3 - In Refinement,0.0,0.8941798941798942
33,O=C(Nc1ccc2c(c1)NCC2)c1cccc2cc[nH]c12,OB-00006928-001-002,3 - In Refinement,0.0,0.8941798941798942
34,O=C(Nc1ccc2c(c1)NCC2)c1cccc2cc[nH]c12,OB-00006928-001-002,3 - In Refinement,0.0,0.8941798941798942
35,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]cnc12,OB-00006929-001-002,7 - Analysed & Rejected,1.0,1.0
36,O=C(Nc1ccc2c(c1)CCC2)c1cccc2cc[nH]c12,OB-00006930-001-002,7 - Analysed & Rejected,0.0,0.9530386740331491
37,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]cnc12,OB-00006929-001-002,3 - In Refinement,1.0,1.0
38,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]cnc12,OB-00006929-001-002,3 - In Refinement,1.0,1.0
39,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]cnc12,OB-00006929-001-002,3 - In Refinement,1.0,1.0
40,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]cnc12,OB-00006929-001-002,3 - In Refinement,1.0,1.0
41,O=C(Nc1ccc2c(c1)CCN2)c1cccc2cc[nH]c12,OB-00006931-001-002,3 - In Refinement,0.0,0.9069148936170213
42,O=C(Nc1ccc2c(c1)OCC2)c1cccc2cc[nH]c12,OB-00006923-001-002,7 - Analysed & Rejected,0.0,0.8685567010309279
43,O=C(Nc1ccc2c(c1)CNC2)c1cccc2ccnn12,OB-00006924-001-002,7 - Analysed & Rejected,0.0,0.8781094527363185
44,O=C(Nc1ccc2c(c1)CCO2)c1cccc2cc[nH]c12,OB-00006925-001-002,7 - Analysed & Rejected,0.0,0.8831168831168831
45,O=C(Nc1ccc2c(c1)CCN2)c1cccc2cc[nH]c12,OB-00006931-001-002,3 - In Refinement,0.0,0.9069148936170213
46,O=C(Nc1ccc2c(c1)CNC2)c1nccc2cc[nH]c12,OB-00006927-001-002,7 - Analysed & Rejected,0.0,0.9010152284263959
47,O=C(Nc1ccc2c(c1)CCN2)c1cccc2cc[nH]c12,OB-00006931-001-002,3 - In Refinement,0.0,0.9069148936170213
48,O=C(Nc1ccc2c(c1)CCN2)c1cccc2cc[nH]c12,OB-00006931-001-002,3 - In Refinement,0.0,0.9069148936170213
49,O=C(Nc1ccc2c(c1)CCC2)c1cccc2cc[nH]c12,OB-00006930-001-002,7 - Analysed & Rejected,0.0,0.9530386740331491
50,O=C(Nc1ccc2c(c1)CCN2)c1cccc2cc[nH]c12,OB-00006931-001-002,3 - In Refinement,0.0,0.9069148936170213
51,O=C(Nc1ccc2c(c1)CN(CC(F)F)C2)c1cccc2cc[nH]c12,OB-00006932-001-002,7 - Analysed & Rejected,0.0,0.9043280182232346
52,O=C(Nc1ccc2c(c1)CN(CC(F)F)C2)c1cccc2cc[nH]c12,OB-00006932-001-002,3 - In Refinement,0.0,0.9043280182232346
53,Cc1cc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc2c1,OB-00006934-001-002,7 - Analysed & Rejected,0.0,0.9686684073107049
54,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]ccc12,OB-00006935-001-002,7 - Analysed & Rejected,0.0,0.9747191011235955
55,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2cc[nH]c12,OB-00006936-001-002,7 - Analysed & Rejected,0.0,0.9746835443037974
56,O=C(Nc1ccc2c(c1)CNC2)c1cccn2nccc12,OB-00006937-001-002,7 - Analysed & Rejected,0.0,0.9310344827586207
57,Cn1ccc2cccc(C(=O)Nc3ccc4c(c3)CNC4)c21,OB-00006938-001-002,7 - Analysed & Rejected,0.0,0.9294403892944039
58,O=C(Nc1ccc2c(c1)C[N@H+](CC(F)F)C2)c1cccc2cc[nH]c12,OB-00006932-001-002,3 - In Refinement,0.0,0.9043280182232346
59,O=C(Nc1ccc2c(c1)CNC2)c1ccnc2cc[nH]c12,OB-00006933-001-002,3 - In Refinement,0.0,0.9671232876712329
60,O=C(Nc1ccc2c(c1)OCC2)c1cccc2cc[nH]c12,OB-00006923-001-002,7 - Analysed & Rejected,0.0,0.8685567010309279
61,O=C(Nc1ccc2c(c1)CNC2)c1cccc2ccnn12,OB-00006924-001-002,7 - Analysed & Rejected,0.0,0.8781094527363185
62,O=C(Nc1ccc2c(c1)CNC2)c1ccnc2cc[nH]c12,OB-00006933-001-002,3 - In Refinement,0.0,0.9671232876712329
63,O=C(Nc1ccc2c(c1)CNC2)c1nccc2cc[nH]c12,OB-00006927-001-002,2 - PANDDA model,0.0,0.9010152284263959
64,O=C(Nc1ccc2c(c1)CNC2)c1ccnc2cc[nH]c12,OB-00006933-001-002,3 - In Refinement,0.0,0.9671232876712329
65,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]cnc12,OB-00006929-001-002,7 - Analysed & Rejected,1.0,1.0
66,O=C(Nc1ccc2c(c1)CCC2)c1cccc2cc[nH]c12,OB-00006930-001-002,7 - Analysed & Rejected,0.0,0.9530386740331491
67,O=C(Nc1ccc2c(c1)CN(CC(F)F)C2)c1cccc2cc[nH]c12,OB-00006932-001-002,7 - Analysed & Rejected,0.0,0.9043280182232346
68,O=C(Nc1ccc2c(c1)CNC2)c1ccnc2cc[nH]c12,OB-00006933-001-002,3 - In Refinement,0.0,0.9671232876712329
69,O=C(Nc1ccc2c(c1)CNC2)c1ccnc2cc[nH]c12,OB-00006933-001-002,3 - In Refinement,0.0,0.9671232876712329
70,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2cc[nH]c12,OB-00006936-001-002,7 - Analysed & Rejected,0.0,0.9746835443037974
71,O=C(Nc1ccc2c(c1)CNC2)c1cccn2nccc12,OB-00006937-001-002,7 - Analysed & Rejected,0.0,0.9310344827586207
72,Cn1ccc2cccc(C(=O)Nc3ccc4c(c3)CNC4)c21,OB-00006938-001-002,7 - Analysed & Rejected,0.0,0.9294403892944039
73,O=C(Nc1ccc2c(c1)CNC2)c1ccnc2cc[nH]c12,OB-00006933-001-002,3 - In Refinement,0.0,0.9671232876712329
74,O=C(Nc1ccc2c(c1)OCC2)c1cccc2cc[nH]c12,OB-00006923-001-002,1 - Analysis Pending,0.0,0.8685567010309279
75,O=C(Nc1ccc2c(c1)CNC2)c1cccc2ccnn12,OB-00006924-001-002,1 - Analysis Pending,0.0,0.8781094527363185
76,O=C(Nc1ccc2c(c1)CCO2)c1cccc2cc[nH]c12,OB-00006925-001-002,1 - Analysis Pending,0.0,0.8831168831168831
77,Cc1cc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc2c1,OB-00006934-001-002,3 - In Refinement,0.0,0.9686684073107049
78,O=C(Nc1ccc2c(c1)CNC2)c1nccc2cc[nH]c12,OB-00006927-001-002,1 - Analysis Pending,0.0,0.9010152284263959
79,O=C(Nc1ccc2c(c1)NCC2)c1cccc2cc[nH]c12,OB-00006928-001-002,1 - Analysis Pending,0.0,0.8941798941798942
80,Cc1cc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc2c1,OB-00006934-001-002,3 - In Refinement,0.0,0.9686684073107049
81,O=C(Nc1ccc2c(c1)CCC2)c1cccc2cc[nH]c12,OB-00006930-001-002,1 - Analysis Pending,0.0,0.9530386740331491
82,Cc1cc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc2c1,OB-00006934-001-002,3 - In Refinement,0.0,0.9686684073107049
83,O=C(Nc1ccc2c(c1)CN(CC(F)F)C2)c1cccc2cc[nH]c12,OB-00006932-001-002,1 - Analysis Pending,0.0,0.9043280182232346
84,Cc1cc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc2c1,OB-00006934-001-002,3 - In Refinement,0.0,0.9686684073107049
85,Cc1cc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc2c1,OB-00006934-001-002,1 - Analysis Pending,0.0,0.9686684073107049
86,Cc1cc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc2c1,OB-00006934-001-002,3 - In Refinement,0.0,0.9686684073107049
87,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2cc[nH]c12,OB-00006936-001-002,1 - Analysis Pending,0.0,0.9746835443037974
88,O=C(Nc1ccc2c(c1)CNC2)c1cccn2nccc12,OB-00006937-001-002,1 - Analysis Pending,0.0,0.9310344827586207
89,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]ccc12,OB-00006935-001-002,3 - In Refinement,0.0,0.9747191011235955
90,O=C(Nc1ccc2c(c1)CNC2)c1cccc2cc[nH]c12,OB-00006939-001-002,1 - Analysis Pending,0.0,0.9719101123595506
91,Cc1ccc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc12,OB-00006940-001-002,1 - Analysis Pending,0.0,0.9772727272727273
92,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]ccc12,OB-00006935-001-002,3 - In Refinement,0.0,0.9747191011235955
93,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]ccc12,OB-00006935-001-002,3 - In Refinement,0.0,0.9747191011235955
94,O=C(Nc1ccc2c(c1)CNC2)c1cccc2[nH]ccc12,OB-00006935-001-002,3 - In Refinement,0.0,0.9747191011235955
95,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2cc[nH]c12,OB-00006936-001-002,3 - In Refinement,0.0,0.9746835443037974
96,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2cc[nH]c12,OB-00006936-001-002,3 - In Refinement,0.0,0.9746835443037974
97,O=C(Nc1ccc2c(c1)CNC2)c1cccn2nccc12,OB-00006937-001-002,3 - In Refinement,0.0,0.9310344827586207
98,O=C(Nc1ccc2c(c1)CNC2)c1cccn2nccc12,OB-00006937-001-002,3 - In Refinement,0.0,0.9310344827586207
99,O=C(Nc1ccc2c(c1)CNC2)c1cccn2nccc12,OB-00006937-001-002,3 - In Refinement,0.0,0.9310344827586207
100,Cn1ccc2cccc(C(=O)Nc3ccc4c(c3)CNC4)c21,OB-00006938-001-002,3 - In Refinement,0.0,0.9294403892944039
101,Cn1ccc2cccc(C(=O)Nc3ccc4c(c3)CNC4)c21,OB-00006938-001-002,3 - In Refinement,0.0,0.9294403892944039
102,Cn1ccc2cccc(C(=O)Nc3ccc4c(c3)CNC4)c21,OB-00006938-001-002,3 - In Refinement,0.0,0.9294403892944039
103,Cn1ccc2cccc(C(=O)Nc3ccc4c(c3)CNC4)c21,OB-00006938-001-002,3 - In Refinement,0.0,0.9294403892944039
104,Cn1ccc2cccc(C(=O)Nc3ccc4c(c3)CNC4)c21,OB-00006938-001-002,3 - In Refinement,0.0,0.9294403892944039
105,O=C(Nc1ccc2c(c1)CNC2)c1cccc2cc[nH]c12,OB-00006939-001-002,3 - In Refinement,0.0,0.9719101123595506
106,O=C(Nc1ccc2c(c1)CNC2)c1cccc2cc[nH]c12,OB-00006939-001-002,3 - In Refinement,0.0,0.9719101123595506
107,O=C(Nc1ccc2c(c1)CNC2)c1cccc2cc[nH]c12,OB-00006939-001-002,3 - In Refinement,0.0,0.9719101123595506
108,O=C(Nc1ccc2c(c1)CNC2)c1cccc2cc[nH]c12,OB-00006939-001-002,3 - In Refinement,0.0,0.9719101123595506
109,O=C(Nc1ccc2c(c1)CNC2)c1cccc2cc[nH]c12,OB-00006939-001-002,3 - In Refinement,0.0,0.9719101123595506
110,O=C(Nc1ccc2c(c1)CNC2)c1cccc2cc[nH]c12,OB-00006939-001-002,3 - In Refinement,0.0,0.9719101123595506
111,O=C(Nc1ccc2c(c1)CNC2)c1cccc2cc[nH]c12,OB-00006939-001-002,3 - In Refinement,0.0,0.9719101123595506
112,Cc1ccc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc12,OB-00006940-001-002,3 - In Refinement,0.0,0.9772727272727273
113,Cc1ccc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc12,OB-00006940-001-002,3 - In Refinement,0.0,0.9772727272727273
114,Cc1ccc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc12,OB-00006940-001-002,3 - In Refinement,0.0,0.9772727272727273
115,Cc1ccc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc12,OB-00006940-001-002,3 - In Refinement,0.0,0.9772727272727273
116,Cc1ccc(C(=O)Nc2ccc3c(c2)CNC3)c2[nH]ccc12,OB-00006940-001-002,3 - In Refinement,0.0,0.9772727272727273
