smiles,hit1,hit2,hit3,hit4,hit5
CCC(C)Nc1cncc(C#N)n1,Z0089a,Z0875a,,,
CCC(C)Nc1nccnc1C=O,Z0089a,Z0875a,,,
CCC(C)Nc1cnc(CBr)cn1,Z0089a,Z0875a,,,
CCC(C)Nc1cnc(C)c(C)n1,Z0089a,Z0875a,,,
CCC(C)Nc1cncc(OC)n1,Z0089a,Z0875a,,,
CCC(C)Nc1cnc(OC)cn1,Z0089a,Z0875a,,,
CCC(C)Nc1nccn(C)c1=O,Z0089a,Z0875a,,,
CCC(C)Nc1nccnc1C#N,Z0089a,Z0875a,,,
CCC(C)Nc1cnc(C=O)cn1,Z0089a,Z0875a,,,
COC1CC1Nc1cncc(C)n1,Z0089a,Z0875a,,,
Cc1cncc(NC2CCC2C)n1,Z0089a,Z0875a,,,
Cc1cncc(NC2(C)CC2C)n1,Z0089a,Z0875a,,,
COc1cncc(NC(C)CS)n1,Z0089a,Z0875a,,,
COc1cnc(NC(C)CS)cn1,Z0089a,Z0875a,,,
CC(CS)Nc1nccn(C)c1=O,Z0089a,Z0875a,,,
CC(CS)Nc1nccnc1C#N,Z0089a,Z0875a,,,
CC(CS)Nc1cnc(CO)cn1,Z0089a,Z0875a,,,
CC(CS)Nc1cnc(C=O)cn1,Z0089a,Z0875a,,,
COc1nccnc1NC(C)CS,Z0089a,Z0875a,,,
C#Cc1nccnc1NC(C)CS,Z0089a,Z0875a,,,
C#Cc1cncc(NC(C)CS)n1,Z0089a,Z0875a,,,
C#Cc1cnc(NC(C)CS)cn1,Z0089a,Z0875a,,,
CCc1cnc(NC(C)CS)cn1,Z0089a,Z0875a,,,
CC(CS)Nc1cncc(C#N)n1,Z0089a,Z0875a,,,
CC(CS)Nc1nccnc1C=O,Z0089a,Z0875a,,,
CC(CS)Nc1cnc(CBr)cn1,Z0089a,Z0875a,,,
Cc1ncc(NC(C)CS)nc1C,Z0089a,Z0875a,,,
C=CC(C)(C)Nc1cncc(C)n1,Z0089a,Z0875a,,,
C=CC(C)(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
C=CC(C)(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
C=CC(C)(C)Nc1nccnc1O,Z0089a,Z0875a,,,
C=CC(C)(C)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
C=CC(C)(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
C=CC(C)(C)Nc1nccnc1C,Z0089a,Z0875a,,,
C#CC(C)(C)Nc1cncc(C)n1,Z0089a,Z0875a,,,
C#CC(C)(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
C#CC(C)(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
C#CC(C)(C)Nc1nccnc1O,Z0089a,Z0875a,,,
Cc1cncc(NC(C)(C)CO)n1,Z0089a,Z0875a,,,
C[n+]1ccnc(NC(C)(C)CO)c1,Z0089a,Z0875a,,,
C#CC(C)(C)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
C#CC(C)(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
C#CC(C)(C)Nc1nccnc1C,Z0089a,Z0875a,,,
C=CC(C)Nc1cnc(C=O)cn1,Z0089a,Z0875a,,,
C=CC(C)Nc1nccnc1OC,Z0089a,Z0875a,,,
C#Cc1nccnc1NC(C)C=C,Z0089a,Z0875a,,,
C#Cc1cncc(NC(C)C=C)n1,Z0089a,Z0875a,,,
C#Cc1cnc(NC(C)C=C)cn1,Z0089a,Z0875a,,,
C=CC(C)Nc1cnc(CC)cn1,Z0089a,Z0875a,,,
C=CC(C)Nc1cncc(C#N)n1,Z0089a,Z0875a,,,
C=CC(C)Nc1nccnc1C=O,Z0089a,Z0875a,,,
C=CC(C)Nc1cnc(CBr)cn1,Z0089a,Z0875a,,,
C=CC(C)Nc1cnc(C)c(C)n1,Z0089a,Z0875a,,,
C=CC(C)Nc1cncc(OC)n1,Z0089a,Z0875a,,,
C=CC(C)Nc1cnc(OC)cn1,Z0089a,Z0875a,,,
C=CC(C)Nc1nccn(C)c1=O,Z0089a,Z0875a,,,
C=CC(C)Nc1nccnc1C#N,Z0089a,Z0875a,,,
C=CC(C)Nc1cnc(CO)cn1,Z0089a,Z0875a,,,
CC(C)(CO)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CC(C)(CO)Nc1nccnc1O,Z0089a,Z0875a,,,
Cc1cnc(NC(C)(C)CO)cn1,Z0089a,Z0875a,,,
CC(C)(CO)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)(C)CO,Z0089a,Z0875a,,,
CCC(C)(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
CCC(C)(C)Nc1nccnc1C,Z0089a,Z0875a,,,
CCC(C)(C)Nc1cncc(C)n1,Z0089a,Z0875a,,,
CCC(C)(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
CCC(C)(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CCC(C)(C)Nc1nccnc1O,Z0089a,Z0875a,,,
CCC(C)(C)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
Cc1cncc(NC2CCC2F)n1,Z0089a,Z0875a,,,
C#CC1(Nc2cnc(C)cn2)CC1,Z0089a,Z0875a,,,
C#CC1(Nc2cnc(O)cn2)CC1,Z0089a,Z0875a,,,
C#CC1(Nc2cncc(C)n2)CC1,Z0089a,Z0875a,,,
C#CC1(Nc2cncc(O)n2)CC1,Z0089a,Z0875a,,,
Cc1cncc(NC(C)CCCl)n1,Z0089a,Z0875a,,,
CC(CCCl)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
CC(CCCl)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CC(CCCl)Nc1nccnc1O,Z0089a,Z0875a,,,
Cc1cnc(NC(C)CCCl)cn1,Z0089a,Z0875a,,,
CC(CCCl)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)CCCl,Z0089a,Z0875a,,,
CC1(Nc2cnc(C=O)cn2)CC1,Z0089a,Z0875a,,,
C#Cc1cncc(NC2(C)CC2)n1,Z0089a,Z0875a,,,
C#Cc1cnc(NC2(C)CC2)cn1,Z0089a,Z0875a,,,
CCc1cnc(NC2(C)CC2)cn1,Z0089a,Z0875a,,,
CC1(Nc2cncc(C#N)n2)CC1,Z0089a,Z0875a,,,
CC1(Nc2cnc(CBr)cn2)CC1,Z0089a,Z0875a,,,
Cc1ncc(NC2(C)CC2)nc1C,Z0089a,Z0875a,,,
COc1cncc(NC2(C)CC2)n1,Z0089a,Z0875a,,,
COc1cnc(NC2(C)CC2)cn1,Z0089a,Z0875a,,,
CC1(Nc2cnc(CO)cn2)CC1,Z0089a,Z0875a,,,
C=CC(CO)Nc1cncc(C)n1,Z0089a,Z0875a,,,
C=CC(CO)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
C=CC(CO)Nc1cncc(O)n1,Z0089a,Z0875a,,,
C=CC(CO)Nc1nccnc1O,Z0089a,Z0875a,,,
C=CC(CO)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
C=CC(CO)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
C=CC(CO)Nc1nccnc1C,Z0089a,Z0875a,,,
C[n+]1ccnc(NC(C)(C)CCl)c1,Z0089a,Z0875a,,,
CC(C)(CCl)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CC(C)(CCl)Nc1nccnc1O,Z0089a,Z0875a,,,
Cc1cnc(NC(C)(C)CCl)cn1,Z0089a,Z0875a,,,
CC(C)(CCl)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)(C)CCl,Z0089a,Z0875a,,,
Cc1cncc(NC(C)(C)CCl)n1,Z0089a,Z0875a,,,
Cc1cncc(NC2CC2(F)F)n1,Z0089a,Z0875a,,,
CC(CI)Nc1nccn(C)c1=O,Z0089a,Z0875a,,,
CC(CI)Nc1nccnc1C#N,Z0089a,Z0875a,,,
CC(CI)Nc1cnc(CO)cn1,Z0089a,Z0875a,,,
COc1nccnc1NC(C)CI,Z0089a,Z0875a,,,
C#Cc1nccnc1NC(C)CI,Z0089a,Z0875a,,,
C#Cc1cncc(NC(C)CI)n1,Z0089a,Z0875a,,,
C#Cc1cnc(NC(C)CI)cn1,Z0089a,Z0875a,,,
CCc1cnc(NC(C)CI)cn1,Z0089a,Z0875a,,,
CC(CI)Nc1cncc(C#N)n1,Z0089a,Z0875a,,,
CC(CI)Nc1nccnc1C=O,Z0089a,Z0875a,,,
CC(CI)Nc1cnc(CBr)cn1,Z0089a,Z0875a,,,
Cc1ncc(NC(C)CI)nc1C,Z0089a,Z0875a,,,
COc1cncc(NC(C)CI)n1,Z0089a,Z0875a,,,
COc1cnc(NC(C)CI)cn1,Z0089a,Z0875a,,,
CC(CI)Nc1cnc(C=O)cn1,Z0089a,Z0875a,,,
Cc1cncc(NC2CC23CC3)n1,Z0089a,Z0875a,,,
Cc1cncc(NC2CC2(C)C)n1,Z0089a,Z0875a,,,
CC(CBr)Nc1nccnc1C=O,Z0089a,Z0875a,,,
CC(CBr)Nc1cnc(CBr)cn1,Z0089a,Z0875a,,,
Cc1ncc(NC(C)CBr)nc1C,Z0089a,Z0875a,,,
COc1cncc(NC(C)CBr)n1,Z0089a,Z0875a,,,
COc1cnc(NC(C)CBr)cn1,Z0089a,Z0875a,,,
CC(CBr)Nc1nccn(C)c1=O,Z0089a,Z0875a,,,
CC(CBr)Nc1nccnc1C#N,Z0089a,Z0875a,,,
CC(CBr)Nc1cnc(CO)cn1,Z0089a,Z0875a,,,
CC(CBr)Nc1cnc(C=O)cn1,Z0089a,Z0875a,,,
COc1nccnc1NC(C)CBr,Z0089a,Z0875a,,,
C#Cc1nccnc1NC(C)CBr,Z0089a,Z0875a,,,
C#Cc1cncc(NC(C)CBr)n1,Z0089a,Z0875a,,,
C#Cc1cnc(NC(C)CBr)cn1,Z0089a,Z0875a,,,
CCc1cnc(NC(C)CBr)cn1,Z0089a,Z0875a,,,
CC(CBr)Nc1cncc(C#N)n1,Z0089a,Z0875a,,,
Cc1cncc(NC2C(C)C2C)n1,Z0089a,Z0875a,,,
CC(CO)Nc1cnc(C=O)cn1,Z0089a,Z0875a,,,
COc1nccnc1NC(C)CO,Z0089a,Z0875a,,,
C#Cc1nccnc1NC(C)CO,Z0089a,Z0875a,,,
C#Cc1cncc(NC(C)CO)n1,Z0089a,Z0875a,,,
Cc1cncc(NC(C)(C)CF)n1,Z0089a,Z0875a,,,
C[n+]1ccnc(NC(C)(C)CF)c1,Z0089a,Z0875a,,,
CC(C)(CF)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CC(C)(CF)Nc1nccnc1O,Z0089a,Z0875a,,,
Cc1cnc(NC(C)(C)CF)cn1,Z0089a,Z0875a,,,
CC(C)(CF)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)(C)CF,Z0089a,Z0875a,,,
CC(=O)C(C)Nc1nccnc1C,Z0089a,Z0875a,,,
C#Cc1cnc(NC(C)CO)cn1,Z0089a,Z0875a,,,
CCc1cnc(NC(C)CO)cn1,Z0089a,Z0875a,,,
CC(CO)Nc1cncc(C#N)n1,Z0089a,Z0875a,,,
CC(CO)Nc1nccnc1C=O,Z0089a,Z0875a,,,
CC(CO)Nc1cnc(CBr)cn1,Z0089a,Z0875a,,,
Cc1ncc(NC(C)CO)nc1C,Z0089a,Z0875a,,,
COc1cncc(NC(C)CO)n1,Z0089a,Z0875a,,,
COc1cnc(NC(C)CO)cn1,Z0089a,Z0875a,,,
CC(CO)Nc1nccn(C)c1=O,Z0089a,Z0875a,,,
CC(CO)Nc1nccnc1C#N,Z0089a,Z0875a,,,
CC(CO)Nc1cnc(CO)cn1,Z0089a,Z0875a,,,
CC(=O)C(C)Nc1cncc(C)n1,Z0089a,Z0875a,,,
CC(=O)C(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
CC(=O)C(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CC(=O)C(C)Nc1nccnc1O,Z0089a,Z0875a,,,
CC(=O)C(C)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
CC(=O)C(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
C=C1CCC1Nc1cncc(C)n1,Z0089a,Z0875a,,,
Cc1cncc(NC2(CO)CC2)n1,Z0089a,Z0875a,,,
OCC1(Nc2cncc(O)n2)CC1,Z0089a,Z0875a,,,
Cc1cnc(NC2(CO)CC2)cn1,Z0089a,Z0875a,,,
OCC1(Nc2cnc(O)cn2)CC1,Z0089a,Z0875a,,,
C=CC1CC1Nc1cncc(C)n1,Z0089a,Z0875a,,,
Cc1cncc(NC(C)C2CC2)n1,Z0089a,Z0875a,,,
CC(Nc1c[n+](C)ccn1)C1CC1,Z0089a,Z0875a,,,
CC(Nc1cncc(O)n1)C1CC1,Z0089a,Z0875a,,,
CC(Nc1nccnc1O)C1CC1,Z0089a,Z0875a,,,
Cc1cnc(NC(C)C2CC2)cn1,Z0089a,Z0875a,,,
CC(Nc1cnc(O)cn1)C1CC1,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)C1CC1,Z0089a,Z0875a,,,
C#CC(CO)Nc1cncc(C)n1,Z0089a,Z0875a,,,
C#CC(CO)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
C#CC(CO)Nc1cncc(O)n1,Z0089a,Z0875a,,,
C#CC(CO)Nc1nccnc1O,Z0089a,Z0875a,,,
C#CC(CO)Nc1nccnc1C,Z0089a,Z0875a,,,
C#CC(CO)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
C#CC(CO)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
CCC1(Nc2cncc(C)n2)CC1,Z0089a,Z0875a,,,
CCC1(Nc2cncc(O)n2)CC1,Z0089a,Z0875a,,,
Cc1cncc(NC(CF)CF)n1,Z0089a,Z0875a,,,
CCC1(Nc2cnc(C)cn2)CC1,Z0089a,Z0875a,,,
CCC1(Nc2cnc(O)cn2)CC1,Z0089a,Z0875a,,,
Oc1nccnc1NC(CF)CF,Z0089a,Z0875a,,,
Cc1cnc(NC(CF)CF)cn1,Z0089a,Z0875a,,,
Oc1cnc(NC(CF)CF)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(CF)CF,Z0089a,Z0875a,,,
C[n+]1ccnc(NC(CF)CF)c1,Z0089a,Z0875a,,,
Oc1cncc(NC(CF)CF)n1,Z0089a,Z0875a,,,
Cc1cnc(NC(C)C(C)O)cn1,Z0089a,Z0875a,,,
CC(O)C(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)C(C)O,Z0089a,Z0875a,,,
Cc1cncc(NC(C)C(C)O)n1,Z0089a,Z0875a,,,
CC(O)C(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
CC(O)C(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CC(O)C(C)Nc1nccnc1O,Z0089a,Z0875a,,,
C#CCC(C)Nc1cncc(C)n1,Z0089a,Z0875a,,,
C#CCC(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
C#CCC(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
C#CCC(C)Nc1nccnc1O,Z0089a,Z0875a,,,
C#CCC(C)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
C#CCC(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
C#CCC(C)Nc1nccnc1C,Z0089a,Z0875a,,,
CC(Nc1c[n+](C)ccn1)C(=O)O,Z0089a,Z0875a,,,
CC(Nc1cncc(O)n1)C(=O)O,Z0089a,Z0875a,,,
CC(Nc1nccnc1O)C(=O)O,Z0089a,Z0875a,,,
Cc1cnc(NC(C)C(=O)O)cn1,Z0089a,Z0875a,,,
CC(Nc1cnc(O)cn1)C(=O)O,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)C(=O)O,Z0089a,Z0875a,,,
COCC(C)Nc1nccnc1C,Z0089a,Z0875a,,,
Cc1cncc(NC(C)C(=O)O)n1,Z0089a,Z0875a,,,
COCC(C)Nc1cncc(C)n1,Z0089a,Z0875a,,,
COCC(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
COCC(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
COCC(C)Nc1nccnc1O,Z0089a,Z0875a,,,
COCC(C)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
COCC(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
C#CC(CC)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
C#CC(CC)Nc1cncc(C)n1,Z0089a,Z0875a,,,
C#CC(CC)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
C#CC(CC)Nc1cncc(O)n1,Z0089a,Z0875a,,,
C#CC(CC)Nc1nccnc1O,Z0089a,Z0875a,,,
C#CC(CC)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
CC(C#N)Nc1cnc(C=O)cn1,Z0089a,Z0875a,,,
COc1nccnc1NC(C)C#N,Z0089a,Z0875a,,,
C#Cc1nccnc1NC(C)C#N,Z0089a,Z0875a,,,
C#CC(CC)Nc1nccnc1C,Z0089a,Z0875a,,,
Cc1cncc(NC2CCC2O)n1,Z0089a,Z0875a,,,
C#Cc1cncc(NC(C)C#N)n1,Z0089a,Z0875a,,,
C#Cc1cnc(NC(C)C#N)cn1,Z0089a,Z0875a,,,
CCc1cnc(NC(C)C#N)cn1,Z0089a,Z0875a,,,
CC(C#N)Nc1cncc(C#N)n1,Z0089a,Z0875a,,,
CC(C#N)Nc1nccnc1C=O,Z0089a,Z0875a,,,
CC(C#N)Nc1cnc(CBr)cn1,Z0089a,Z0875a,,,
Cc1ncc(NC(C)C#N)nc1C,Z0089a,Z0875a,,,
COc1cncc(NC(C)C#N)n1,Z0089a,Z0875a,,,
COc1cnc(NC(C)C#N)cn1,Z0089a,Z0875a,,,
CC(C#N)Nc1nccn(C)c1=O,Z0089a,Z0875a,,,
CC(C#N)Nc1nccnc1C#N,Z0089a,Z0875a,,,
CC(C#N)Nc1cnc(CO)cn1,Z0089a,Z0875a,,,
c1cn2ccnc2c(NC2CC2)n1,Z0089a,Z0875a,,,
c1cc2cncc(NC3CC3)n2c1,Z0089a,Z0875a,,,
c1ncc2nnnn2c1NC1CC1,Z0089a,Z0875a,,,
c1ncc(C2CC2)nc1NC1CC1,Z0089a,Z0875a,,,
c1cn2nccc2c(NC2CC2)n1,Z0089a,Z0875a,,,
CCC(C#N)Nc1cncc(C)n1,Z0089a,Z0875a,,,
CCC(C#N)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
CCC(C#N)Nc1cncc(O)n1,Z0089a,Z0875a,,,
Cc1cncc(NC2(C#N)CC2)n1,Z0089a,Z0875a,,,
CCC(C#N)Nc1nccnc1O,Z0089a,Z0875a,,,
CCC(C#N)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
CCC(C#N)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
CCC(C#N)Nc1nccnc1C,Z0089a,Z0875a,,,
N#CC1(Nc2cncc(O)n2)CC1,Z0089a,Z0875a,,,
Cc1cnc(NC2(C#N)CC2)cn1,Z0089a,Z0875a,,,
N#CC1(Nc2cnc(O)cn2)CC1,Z0089a,Z0875a,,,
CC(C)(C#N)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)(C)C#N,Z0089a,Z0875a,,,
Cc1cncc(N(N)C(C)CO)n1,Z0089a,Z0875a,,,
CC(CO)N(N)c1c[n+](C)ccn1,Z0089a,Z0875a,,,
CC(CO)N(N)c1cncc(O)n1,Z0089a,Z0875a,,,
Cc1cnc(N(N)C(C)CO)cn1,Z0089a,Z0875a,,,
CC(CO)N(N)c1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1cncc(NC(C)(C)C#N)n1,Z0089a,Z0875a,,,
C[n+]1ccnc(NC(C)(C)C#N)c1,Z0089a,Z0875a,,,
CC(C)(C#N)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CC(C)(C#N)Nc1nccnc1O,Z0089a,Z0875a,,,
Cc1cnc(NC(C)(C)C#N)cn1,Z0089a,Z0875a,,,
Cc1cncc(NC(CO)CF)n1,Z0089a,Z0875a,,,
C[n+]1ccnc(NC(CO)CF)c1,Z0089a,Z0875a,,,
OCC(CF)Nc1cncc(O)n1,Z0089a,Z0875a,,,
OCC(CF)Nc1nccnc1O,Z0089a,Z0875a,,,
Cc1cnc(NC(CO)CF)cn1,Z0089a,Z0875a,,,
OCC(CF)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(CO)CF,Z0089a,Z0875a,,,
CC(Nc1cncc(O)n1)C(F)F,Z0089a,Z0875a,,,
CC(Nc1nccnc1O)C(F)F,Z0089a,Z0875a,,,
Cc1cnc(NC(C)C(F)F)cn1,Z0089a,Z0875a,,,
CC(Nc1cnc(O)cn1)C(F)F,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)C(F)F,Z0089a,Z0875a,,,
Cc1cncc(NC(C)C(F)F)n1,Z0089a,Z0875a,,,
CC(Nc1c[n+](C)ccn1)C(F)F,Z0089a,Z0875a,,,
C=CCC(C)Nc1cncc(C)n1,Z0089a,Z0875a,,,
C=CCC(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
C=CCC(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
C=CCC(C)Nc1nccnc1O,Z0089a,Z0875a,,,
C=CCC(C)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
C=CCC(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
C=CCC(C)Nc1nccnc1C,Z0089a,Z0875a,,,
CC(C)C(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
CC(C)C(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CC(C)C(C)Nc1nccnc1O,Z0089a,Z0875a,,,
Cc1cnc(NC(C)C(C)C)cn1,Z0089a,Z0875a,,,
CC(C)C(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)C(C)C,Z0089a,Z0875a,,,
Cc1cncc(NC(C)C(C)C)n1,Z0089a,Z0875a,,,
CSCC(C)Nc1cncc(C)n1,Z0089a,Z0875a,,,
CSCC(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
CSCC(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CSCC(C)Nc1nccnc1O,Z0089a,Z0875a,,,
CSCC(C)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
CSCC(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
CSCC(C)Nc1nccnc1C,Z0089a,Z0875a,,,
Cc1cnc(N(N)C(C)(C)C)cn1,Z0089a,Z0875a,,,
CC(C)(C)N(N)c1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1cncc(NC(C)CCO)n1,Z0089a,Z0875a,,,
CC(CCO)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
CC(CCO)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CC(CCO)Nc1nccnc1O,Z0089a,Z0875a,,,
Cc1cnc(NC(C)CCO)cn1,Z0089a,Z0875a,,,
CC(CCO)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)CCO,Z0089a,Z0875a,,,
Cc1cncc(N(N)C(C)(C)C)n1,Z0089a,Z0875a,,,
C[n+]1ccnc(N(N)C(C)(C)C)c1,Z0089a,Z0875a,,,
CC(C)(C)N(N)c1cncc(O)n1,Z0089a,Z0875a,,,
Cc1cncc(NC(C)CC#N)n1,Z0089a,Z0875a,,,
CC(CC#N)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
CC(CC#N)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CC(CC#N)Nc1nccnc1O,Z0089a,Z0875a,,,
Cc1cnc(NC(C)CC#N)cn1,Z0089a,Z0875a,,,
CC(CC#N)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
Cc1nccnc1NC(C)CC#N,Z0089a,Z0875a,,,
CCC(C)N(N)c1cncc(C)n1,Z0089a,Z0875a,,,
CCC(C)N(N)c1c[n+](C)ccn1,Z0089a,Z0875a,,,
CCC(C)N(N)c1cncc(O)n1,Z0089a,Z0875a,,,
CCC(C)N(N)c1cnc(C)cn1,Z0089a,Z0875a,,,
CCC(C)N(N)c1cnc(O)cn1,Z0089a,Z0875a,,,
CCCC(C)Nc1cncc(C)n1,Z0089a,Z0875a,,,
CCCC(C)Nc1c[n+](C)ccn1,Z0089a,Z0875a,,,
CCCC(C)Nc1cncc(O)n1,Z0089a,Z0875a,,,
CCCC(C)Nc1nccnc1O,Z0089a,Z0875a,,,
CCCC(C)Nc1cnc(C)cn1,Z0089a,Z0875a,,,
CCCC(C)Nc1cnc(O)cn1,Z0089a,Z0875a,,,
CCCC(C)Nc1nccnc1C,Z0089a,Z0875a,,,
Cc1[nH]c(=O)c(C)nc1NC1CC1,Z0089a,Z0875a,,,
c1cc2c(NC3CC3)nccn2c1,Z0089a,Z0875a,,,
c1ncc2nncn2c1NC1CC1,Z0089a,Z0875a,,,
c1cc2nc(NC3CC3)cnc2[nH]1,Z0089a,Z0875a,,,
Cc1nc(C)c(NC2CC2)nc1C,Z0089a,Z0875a,,,
c1nc(NC2CC2)cn2cnnc12,Z0089a,Z0875a,,,
c1nc2cnc(NC3CC3)cn2n1,Z0089a,Z0875a,,,
c1nc2nc(NC3CC3)cnc2[nH]1,Z0089a,Z0875a,,,
O=C(O)c1cnc(NC2CC2)cn1,Z0089a,Z0875a,,,
c1nc(C2CC2)cnc1NC1CC1,Z0089a,Z0875a,,,
O=C(O)c1cncc(NC2CC2)n1,Z0089a,Z0875a,,,
c1cn2cc(NC3CC3)ncc2n1,Z0089a,Z0875a,,,
c1nc2cncc(NC3CC3)n2n1,Z0089a,Z0875a,,,
CCC(C)(C)Nc1cnc(C)c(C)n1,Z0089a,Z0875a,,,
CCC(C)(C)Nc1cnc(CBr)cn1,Z0089a,Z0875a,,,
CCC(C)(C)Nc1nccnc1C=O,Z0089a,Z0875a,,,
CCC(C)(C)Nc1cncc(C#N)n1,Z0089a,Z0875a,,,
CCc1cnc(NC(C)(C)CC)cn1,Z0089a,Z0875a,,,
C#Cc1cnc(NC(C)(C)CC)cn1,Z0089a,Z0875a,,,
NN(c1cncc(C2CC2)n1)C1CC1,Z0089a,Z0875a,,,
NN(c1cncc2nnnn12)C1CC1,Z0089a,Z0875a,,,
NN(c1cncc2cccn12)C1CC1,Z0089a,Z0875a,,,
NN(c1nccn2ccnc12)C1CC1,Z0089a,Z0875a,,,
FC1CC1Nc1cnc(C2CC2)cn1,Z0089a,Z0875a,,,
C#CC1(Nc2cnc(CC)cn2)CC1,Z0089a,Z0875a,,,
C#Cc1cnc(NC2(C#C)CC2)cn1,Z0089a,Z0875a,,,
C#Cc1cncc(NC2(C#C)CC2)n1,Z0089a,Z0875a,,,
FC1CC1Nc1cncc2ncnn12,Z0089a,Z0875a,,,
FC1CC1Nc1cn2ccnc2cn1,Z0089a,Z0875a,,,
C#CC1(Nc2cncc(C#N)n2)CC1,Z0089a,Z0875a,,,
FC1CC1Nc1cnc2[nH]cnc2n1,Z0089a,Z0875a,,,
FC1CC1Nc1cn2ncnc2cn1,Z0089a,Z0875a,,,
FC1CC1Nc1cn2cnnc2cn1,Z0089a,Z0875a,,,
Cc1nc(C)c(NC2CC2F)nc1C,Z0089a,Z0875a,,,
FC1CC1Nc1cnc2[nH]ccc2n1,Z0089a,Z0875a,,,
FC1CC1Nc1cncc2nncn12,Z0089a,Z0875a,,,
