ReactionError,No atoms found involved in reaction Reductive_amination in mol NC(Cc1cnc[nH]1)C(=O)O and Cc1nc2ccccn2c1C=O,1
ReactionError,No atoms found involved in reaction Steglich_esterification in mol OC1CCN(c2ccccn2)C1 and COCCOC(C)C(=O)O,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol CC(Cc1cnc[nH]1)C(=O)O and Cc1cccc2c1CNCC2.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol CC(Cc1cnc[nH]1)C(=O)O and N#CCCNCc1cccnc1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol CNC(C)c1ccccn1 and O=C(O)c1cnc2ccccn12.,1
ReactionError,No atoms found involved in reaction Amidation in mol Nc1ccc2c(c1)CCO2 and Cc1nc2c(C(=O)O)cccc2o1,1
ReactionError,No atoms found involved in reaction Amidation in mol Nc1ccnn1C1CCCC1 and O=C(O)Cc1cn[nH]c1,1
ReactionError,No atoms found involved in reaction Amidation in mol Nc1cnn(CC(=O)O)c1 and CC(CC(=O)O)n1cccn1,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol Cc1nc2ccccc2n1CCC(=O)O and CC(N)c1ccc2c(c1)CCCO2.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol Cc1nc(CC(=O)O)c[nH]1 and CCC(N)c1ncccn1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol Cc1cccc2[nH]cc(CC(=O)O)c12 and CC(N)CCC1CCCC1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol NC1CC(c2ncc[nH]2)C1 and CC(C)CC(C(=O)O)n1ccnc1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol Nc1ccc2c(c1)CCO2 and Cn1cnc2cccc(C(=O)O)c21.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol NCCC1CCCN1 and N#Cc1c(C(=O)O)[nH]c2ccccc12.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol NCc1cccs1 and Cc1ccc2c(c1)C=C(C(=O)O)CO2.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol Nc1ccc2[nH]ccc2c1 and CCOC(=O)c1ccc(C(=O)O)cc1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol O=C(O)CSCc1ncc[nH]1 and COCCn1ccnc1N.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol O=C(O)c1ccc2[nH]c3c(c2c1)CCCC3 and NCc1nc(-c2ccccn2)no1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol O=C(O)c1ccc2ncsc2c1 and CC(N)c1ncc[nH]1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol O=C(O)c1ccn2ccnc2c1 and NCCCCc1ccc(Cl)s1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol O=C(O)c1csc(N2CCCCC2)n1 and CC(CN)[S+](C)[O-].,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol O=C(O)C(O)Cc1c[nH]cn1 and Cc1ccc2nc(N)sc2c1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol O=C(O)C1CCCN1 and NCCc1c[nH]cn1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol O=C(O)COc1ccsc1 and COC(=O)C1CCCN1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Ester_amidation in mol Nc1ccc2c(c1)CCO2 and CC(C)(C)OC(=O)c1csc(C2CCNCC2)n1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Ester_amidation in mol CCOC(=O)c1cn2c(n1)CCCC2 and Nc1ccnn1C1CCCC1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Amidation in mol c1c[nH]c(N2CCNCC2)n1 and O=C(O)CCc1ccc2ncsc2c1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Formation_of_urea_from_two_amines in mol CC(C)S(=O)(=O)C1CCNC1 and CC(N)c1cn[nH]c1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction N-nucleophilic_aromatic_substitution in mol C1CCN(C2CCNC2)C1 and CC(C)Oc1nccnc1Cl.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Formation_of_urea_from_two_amines in mol COc1ccc2sc(N)nc2c1 and CC(N)CN1CCCC1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Formation_of_urea_from_two_amines in mol NCCc1nc2ccccc2[nH]1 and CNCc1nc(-c2ccccc2)c[nH]1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Formation_of_urea_from_two_amines in mol NCc1ccncc1 and Cc1ccc(C(=O)NN)s1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Reductive_amination in mol O=Cc1cc2sccc2[nH]1 and Nc1nc2cccc(F)c2o1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Reductive_amination in mol O=Cc1c[nH]nc1-c1ccc2c(c1)OCO2 and NCCn1ccc2ccccc21.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction N-nucleophilic_aromatic_substitution in mol c1c[nH]c(C2CCNCC2)n1 and Brc1nc2ccccc2[nH]1.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Steglich_esterification in mol O=C(O)c1ccc2[nH]c3c(c2c1)CCCC3 and CC(O)c1csnn1.,1
SMARTSError,Reaction name Imine_formation not found in SMARTS handler.,1
ReactionError,The reactants do not match the reaction SMARTS in reaction Steglich_esterification in mol OCc1cnc2sccn12 and O=C(O)CC1CCCC(C(F)(F)F)O1.,1
SMARTSError,Reaction name Petasis-borono_Mannich_reaction not found in SMARTS handler.,1
SMARTSError,Reaction name Sp3-sp2_Suzuki_coupling not found in SMARTS handler.,1
