,smiles,inchi_key,error_type,error_message,retro_tool,db_search_tool,1_r1_smiles,1_r2_smiles,1_reaction,compound_set,elab_single_reactant,hit1,hit2,num_placed,num_successful,route_uuid,template,to_hippo,total_num_products_enumstereo,total_num_unique_products,hit3,hit4,hit5,hit6
0,O=C(CCc1nc2ccccc2s1)N[C@@H]1CCCNC1,HZAWDDKMHSREJD-UHFFFAOYSA-N,,,aizynthfinder,hippo,NC1CCCNC1,O=C(O)CCc1nc2ccccc2s1,Amidation,C47059,0.0,A0514b,A4707a,10000.0,0.0,4d7dc8a2d435570ccd3dad6f08f96f58,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4707a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C47059/HZAWDDKMHSREJD-UHFFFAOYSA-N/HZAWDDKMHSREJD-UHFFFAOYSA-N_4d7dc8a2d435570ccd3dad6f08f96f58_to_hippo.pkl.gz,10706.0,1466.0,,,,
0,CN(C[C@@H]1CCCNC1)C(=O)CN(C)c1nc2ccccc2s1,QXILYQDWBQFOGE-UHFFFAOYSA-N,,,aizynthfinder,hippo,CNCC1CCCNC1,CN(CC(=O)O)c1nc2ccccc2s1,Amidation,C47038,0.0,A4461a,A0514b,2553.0,0.0,eff1c805ffe803f9796c74116c0c1c90,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4461a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C47038/QXILYQDWBQFOGE-UHFFFAOYSA-N/QXILYQDWBQFOGE-UHFFFAOYSA-N_eff1c805ffe803f9796c74116c0c1c90_to_hippo.pkl.gz,2553.0,536.0,,,,
0,C[C@H](NC(=O)NC[C@@H]1CCCNC1)c1ccc2ncsc2c1,YCRGSBIGVVKPPN-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r2. No products will be found.,aizynthfinder,hippo,NCC1CCCNC1,CC(N)c1ccc2ncsc2c1,Formation_of_urea_from_two_amines,C47045,0.0,A0514b,A3618a,,,91f632a7a83afe6b3a78a40be1073ad1,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3618a_apo-desolv.pdb,,,,,,,
0,CCCN1CCC[C@H](C(=O)NC[C@H](O)CN2CCCCC2)C1,BMJHPSVXCNOHQF-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCC(O)CN1CCCCC1,CCCN1CCCC(C(=O)O)C1,Amidation,C47019,0.0,A0875a,A4374a,2300.0,1.0,f3761be914032cbc65d76915a5649014,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4374a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C47019/BMJHPSVXCNOHQF-UHFFFAOYSA-N/BMJHPSVXCNOHQF-UHFFFAOYSA-N_f3761be914032cbc65d76915a5649014_to_hippo.pkl.gz,2300.0,207.0,,,,
0,C=C1CCN(C(=O)CC)C1,ISSFEYHUURQIMN-UHFFFAOYSA-N,,,aizynthfinder,hippo,CCC(=O)O,C=C1CCNC1,Amidation,C4708,0.0,A4701a,A1775a,2683.0,3.0,002ba811edaef15537b8349af28f911a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4701a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C4708/ISSFEYHUURQIMN-UHFFFAOYSA-N/ISSFEYHUURQIMN-UHFFFAOYSA-N_002ba811edaef15537b8349af28f911a_to_hippo.pkl.gz,2683.0,1019.0,,,,
0,CCOC(=O)N[C@@H]1CCCN(CC[C@@H]2CCNC2=O)C1,FGSGQPZOSTVLEH-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C1NCCC1CCO,CCOC(=O)NC1CCCNC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,C47143,0.0,A0528b,A4836a,10000.0,7.0,1881b0ae6e4e10fc1ddeddc391bfa8ce,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4836a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C47143/FGSGQPZOSTVLEH-UHFFFAOYSA-N/FGSGQPZOSTVLEH-UHFFFAOYSA-N_1881b0ae6e4e10fc1ddeddc391bfa8ce_to_hippo.pkl.gz,11792.0,201.0,,,,
0,COC[C@@H](C)OC(=O)C1CCN(S(=O)(=O)N2CCCCC2)CC1,XBCUCSHTTYKLFQ-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)C1CCN(S(=O)(=O)N2CCCCC2)CC1,COCC(C)O,Steglich_esterification,C47021,0.0,A4706a,A0875a,5995.0,2171.0,64db09cfac6e19b834bf97bd80e16bb3,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4706a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C47021/XBCUCSHTTYKLFQ-UHFFFAOYSA-N/XBCUCSHTTYKLFQ-UHFFFAOYSA-N_64db09cfac6e19b834bf97bd80e16bb3_to_hippo.pkl.gz,5995.0,1315.0,,,,
0,C[C@H](NC(=O)NCc1ccnc(N2CCCCC2)c1)C(=O)N1CCCCC1,GXDXQSSPAOBTRI-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCc1ccnc(N2CCCCC2)c1,CC(N)C(=O)N1CCCCC1,Formation_of_urea_from_two_amines,C47020,0.0,A3868a,A0875a,342.0,0.0,af951b61cfaa5fb00b9335cf2dd53482,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3868a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C47020/GXDXQSSPAOBTRI-UHFFFAOYSA-N/GXDXQSSPAOBTRI-UHFFFAOYSA-N_af951b61cfaa5fb00b9335cf2dd53482_to_hippo.pkl.gz,342.0,93.0,,,,
0,CC(C)N(C(=O)c1nnc(C2CCNCC2)s1)C1CCNCC1,LAHXOKLNMJHBTG-UHFFFAOYSA-N,,,aizynthfinder,hippo,CCOC(=O)c1nnc(C2CCNCC2)s1,CC(C)NC1CCNCC1,Ester_amidation,C47635,0.0,A0875a,A4031a,116.0,0.0,ba1f032a08ee6373bee19e08d65b4a38,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4031a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C47635/LAHXOKLNMJHBTG-UHFFFAOYSA-N/LAHXOKLNMJHBTG-UHFFFAOYSA-N_ba1f032a08ee6373bee19e08d65b4a38_to_hippo.pkl.gz,116.0,76.0,,,,
0,CC(=O)N[C@H](C)C1CCN(C(=O)[C@@H](C#N)C2CCNCC2)CC1,TVPOKXROJNSOOF-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(=O)NC(C)C1CCNCC1,CCOC(=O)C(C#N)C1CCNCC1,Ester_amidation,C47626,0.0,A4305a,A0875a,136.0,0.0,56988c45c967cbf9696559f0ce8801d5,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4305a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C47626/TVPOKXROJNSOOF-UHFFFAOYSA-N/TVPOKXROJNSOOF-UHFFFAOYSA-N_56988c45c967cbf9696559f0ce8801d5_to_hippo.pkl.gz,136.0,25.0,,,,
0,C[C@H](NC(=O)CC1CCNCC1)C1CCN(CC(F)(F)F)CC1,CYCQGJXZRZHMOH-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CC1CCNCC1,CC(N)C1CCN(CC(F)(F)F)CC1,Amidation,C47627,0.0,A4320a,A0875a,770.0,37.0,281ca139368ee3d34f7648ce69949b9c,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4320a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C47627/CYCQGJXZRZHMOH-UHFFFAOYSA-N/CYCQGJXZRZHMOH-UHFFFAOYSA-N_281ca139368ee3d34f7648ce69949b9c_to_hippo.pkl.gz,770.0,153.0,,,,
0,c1n[nH]cc1C1CCCC1,LZCWESDQKOJPRL-UHFFFAOYSA-N,SMARTSError,Reaction name Sp3-sp2_Suzuki_coupling not found in SMARTS handler.,,,,,,C4805,,A4291a,A0556a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4291a_apo-desolv.pdb,,,,,,,
0,CC(C)(C(=O)O)n1cc(NC(=O)COC2CCCC2)cn1,IVEXCVXFXPPGNY-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)COC1CCCC1,CC(C)(C(=O)O)n1cc(N)cn1,Amidation,C4820,0.0,A0556a,A4456a,3267.0,0.0,7365575482d53447db171066f011593f,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4456a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C4820/IVEXCVXFXPPGNY-UHFFFAOYSA-N/IVEXCVXFXPPGNY-UHFFFAOYSA-N_7365575482d53447db171066f011593f_to_hippo.pkl.gz,3267.0,30.0,,,,
0,COC[C@H](C)CNC(=O)NC1CCN(C[C@@H]2CCCO2)CC1,YTMNIWJWKYPQRC-UHFFFAOYSA-N,SMARTSError,Reaction name Isocyanate_to_urea not found in SMARTS handler.,,,,,,C49222,,A0608a,A4877b,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4877b_apo-desolv.pdb,,,,,,,
0,Cc1cn2nc(NCCCCCN3CCCCC3)ccc2n1,NVVHARBSTPILPF-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCCCCCN1CCCCC1,Cc1cn2nc(Br)ccc2n1,N-nucleophilic_aromatic_substitution,C48106,0.0,A0202a,A4274b,235.0,0.0,c26d7c747a5ec96e48cf08fee0ddb2a0,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4274b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C48106/NVVHARBSTPILPF-UHFFFAOYSA-N/NVVHARBSTPILPF-UHFFFAOYSA-N_c26d7c747a5ec96e48cf08fee0ddb2a0_to_hippo.pkl.gz,235.0,66.0,,,,
0,COc1ccc2ncc(C(=O)NCC[C@@H](C)N3CCCCC3)n2n1,DPEGMWUZRPHHNE-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(CCN)N1CCCCC1,COc1ccc2ncc(C(=O)O)n2n1,Amidation,C48114,0.0,A0202a,A4031b,72.0,0.0,6f08f8ce0ad598d151b477cc9a9ad7f3,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4031b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C48114/DPEGMWUZRPHHNE-UHFFFAOYSA-N/DPEGMWUZRPHHNE-UHFFFAOYSA-N_6f08f8ce0ad598d151b477cc9a9ad7f3_to_hippo.pkl.gz,72.0,41.0,,,,
0,O=C(NC[C@@H]1CCCNC1)c1cnc2cccnn12,CYXFROYLOHDBPB-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1cnc2cccnn12,NCC1CCCNC1,Amidation,C48099,0.0,A0202a,A4012b,4948.0,0.0,480a273bf78510ff20b40880a82dc186,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4012b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C48099/CYXFROYLOHDBPB-UHFFFAOYSA-N/CYXFROYLOHDBPB-UHFFFAOYSA-N_480a273bf78510ff20b40880a82dc186_to_hippo.pkl.gz,4948.0,1541.0,,,,
0,CC(=O)N[C@H](C)C1CCN(c2nc(-c3cccnc3)cs2)CC1,SADILTYBWIPMCP-UHFFFAOYSA-N,,,aizynthfinder,hippo,Clc1nc(-c2cccnc2)cs1,CC(=O)NC(C)C1CCNCC1,N-nucleophilic_aromatic_substitution,C48060,0.0,A2629a,A3986b,158.0,7.0,f786a63886e271447fa5a7a8fe434283,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3986b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C48060/SADILTYBWIPMCP-UHFFFAOYSA-N/SADILTYBWIPMCP-UHFFFAOYSA-N_f786a63886e271447fa5a7a8fe434283_to_hippo.pkl.gz,158.0,58.0,,,,
0,CON=CC(=O)N1CCC(Cc2cccnc2)CC1,FLFOERJJQTUYPD-UHFFFAOYSA-N,,,aizynthfinder,hippo,c1cncc(CC2CCNCC2)c1,CON=CC(=O)O,Amidation,C48075,0.0,A2629a,A0875a,400.0,28.0,408605e0cc9df0c0852ca0350e394cfd,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C48075/FLFOERJJQTUYPD-UHFFFAOYSA-N/FLFOERJJQTUYPD-UHFFFAOYSA-N_408605e0cc9df0c0852ca0350e394cfd_to_hippo.pkl.gz,400.0,164.0,,,,
0,CC(=CC(=O)NCCC1CCN(C)CC1)c1cccnc1,NZLKTHSNCGTXSD-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r1. No products will be found.,aizynthfinder,hippo,CN1CCC(CCN)CC1,CC(=CC(=O)O)c1cccnc1,Amidation,C48069,0.0,A2629a,A4214b,,,c33fd8b7b54cdea6ee073c576707da87,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4214b_apo-desolv.pdb,,,,,,,
0,CC[C@@H](NC(=O)Nc1cccc(CC(=O)OC)n1)c1cccnc1,ATBDAIGFBNCITP-UHFFFAOYSA-N,,,aizynthfinder,hippo,COC(=O)Cc1cccc(N)n1,CCC(N)c1cccnc1,Formation_of_urea_from_two_amines,C48630,0.0,A2629a,A4031a,298.0,0.0,c663d3928cb78ca93b3420bdfc23eb6f,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4031a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C48630/ATBDAIGFBNCITP-UHFFFAOYSA-N/ATBDAIGFBNCITP-UHFFFAOYSA-N_c663d3928cb78ca93b3420bdfc23eb6f_to_hippo.pkl.gz,298.0,134.0,,,,
0,O=c1cccc(Br)n1C[C@H]1CCCNC1,DRJGGQZLWYEHNT-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C51256,,A0525a,A4020a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0525a_apo-desolv.pdb,,,,A5079b,A4031b,,
0,O=S(=O)(C[C@H]1CCCNC1)NCc1ccn2cnnc2c1,GBIVHNMPUDCSBY-UHFFFAOYSA-N,SMARTSError,Reaction name Formation_of_sulfonamide_from_halide_-_Shavnya_reaction not found in SMARTS handler.,,,,,,C51172,,A3054a,A1293a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3054a_apo-desolv.pdb,,,,,,,
0,C[C@H](NS(=O)(=O)C[C@@H]1CCCNC1)c1nnc2ccccn12,SBSIUJKZMODQOZ-UHFFFAOYSA-N,SMARTSError,Reaction name Formation_of_sulfonamide_from_halide_-_Shavnya_reaction not found in SMARTS handler.,,,,,,C51171,,A3194a,A1293a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3194a_apo-desolv.pdb,,,,,,,
0,CC[C@@H](NC(=O)Nc1cc(CCOC)ccn1)c1cccnc1,HWVWLXJFARWMTE-UHFFFAOYSA-N,,,aizynthfinder,hippo,CCC(N)c1cccnc1,COCCc1ccnc(N)c1,Formation_of_urea_from_two_amines,C48641,0.0,A2629a,A3201a,1174.0,24.0,74a0a9424c63859514ee5c1ae9cb848e,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2629a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C48641/HWVWLXJFARWMTE-UHFFFAOYSA-N/HWVWLXJFARWMTE-UHFFFAOYSA-N_74a0a9424c63859514ee5c1ae9cb848e_to_hippo.pkl.gz,1174.0,398.0,,,,
0,O=C(CO[C@H]1CCCNC1)Nc1cnn([C@H]2CCS(=O)(=O)C2)c1,GSWNPYWEZMISHZ-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)COC1CCCNC1,Nc1cnn(C2CCS(=O)(=O)C2)c1,Amidation,C50277,0.0,A0354a,A5424b,40.0,0.0,a1a9fdac7ecb2d4c9835efd22d976a92,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A5424b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C50277/GSWNPYWEZMISHZ-UHFFFAOYSA-N/GSWNPYWEZMISHZ-UHFFFAOYSA-N_a1a9fdac7ecb2d4c9835efd22d976a92_to_hippo.pkl.gz,40.0,4.0,,,,
0,O=C(CCc1ccncc1)N1CC2(CCC2)[C@H]1c1cccnc1,CLFZGCHMMMECHQ-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r2. No products will be found.,aizynthfinder,hippo,c1cncc(C2NCC23CCC3)c1,O=C(O)CCc1ccncc1,Amidation,C48665,0.0,A4298a,A3564a,,,7ccf1593c7b0bc3dd88c3c394f750c9b,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4298a_apo-desolv.pdb,,,,,,,
0,CC(C)c1ccc(CN(C)C(=O)C(C)(C)N2CCCCC2)cc1,MDKJRJCQKQXIAA-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(C)(C(=O)O)N1CCCCC1,CNCc1ccc(C(C)C)cc1,Amidation,C49767,0.0,A5425a,A0541a,131.0,0.0,cc0f128ebcedb4897f30973fb695ff62,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A5425a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C49767/MDKJRJCQKQXIAA-UHFFFAOYSA-N/MDKJRJCQKQXIAA-UHFFFAOYSA-N_cc0f128ebcedb4897f30973fb695ff62_to_hippo.pkl.gz,131.0,93.0,,,,
0,CN(Cc1ccc2c(c1)CCO2)C(=O)C(C)(C)N1CCCCC1,YZQNRVOHGUHPKI-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(C)(C(=O)O)N1CCCCC1,CNCc1ccc2c(c1)CCO2,Amidation,C49748,0.0,A4707a,A0541a,18.0,0.0,2e1f621c8611bd0fb594cbf0ef8db602,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0541a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C49748/YZQNRVOHGUHPKI-UHFFFAOYSA-N/YZQNRVOHGUHPKI-UHFFFAOYSA-N_2e1f621c8611bd0fb594cbf0ef8db602_to_hippo.pkl.gz,18.0,13.0,A4331a,A3557b,A4214a,
0,CC(C)(C)O[C@H]1CCCN(C(=O)CCc2n[nH]c3ccccc23)C1,GEFPGABNNYEEAW-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CCc1n[nH]c2ccccc12,CC(C)(C)OC1CCCNC1,Amidation,C50851,0.0,A4794a,A0497a,168.0,0.0,205cbec3ccd96985ed2fa65a51fe2db9,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4794a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C50851/GEFPGABNNYEEAW-UHFFFAOYSA-N/GEFPGABNNYEEAW-UHFFFAOYSA-N_205cbec3ccd96985ed2fa65a51fe2db9_to_hippo.pkl.gz,168.0,16.0,,,,
0,CC(=O)N[C@@H](C)C1CCN(C(=O)C(F)(F)c2ncccn2)CC1,GTAWTVGQTNAEFZ-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(=O)NC(C)C1CCNCC1,O=C(O)C(F)(F)c1ncccn1,Amidation,C50555,0.0,A1068a,A0875a,50.0,2.0,710b846c08e8a6c6a788542348d5b496,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C50555/GTAWTVGQTNAEFZ-UHFFFAOYSA-N/GTAWTVGQTNAEFZ-UHFFFAOYSA-N_710b846c08e8a6c6a788542348d5b496_to_hippo.pkl.gz,50.0,19.0,,,,
0,CC(=O)N[C@@H](C)C1CCN(C(=O)Cc2cncnc2)CC1,WQPLYSTUHBUNOX-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(=O)NC(C)C1CCNCC1,O=C(O)Cc1cncnc1,Amidation,C50577,0.0,A3223a,A1146a,992.0,0.0,beb19c648a70707279dd0f2c225701d3,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3223a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C50577/WQPLYSTUHBUNOX-UHFFFAOYSA-N/WQPLYSTUHBUNOX-UHFFFAOYSA-N_beb19c648a70707279dd0f2c225701d3_to_hippo.pkl.gz,992.0,346.0,,,,
0,CC(=O)N[C@H](C)C1CCN(c2nccc(N3CCCC3)n2)CC1,OGTRECUNLRMNFU-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(=O)NC(C)C1CCNCC1,Clc1nccc(N2CCCC2)n1,N-nucleophilic_aromatic_substitution,C50762,0.0,A3581a,A0875a,852.0,0.0,74df71bccc3cc48806755bd66674e3c5,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C50762/OGTRECUNLRMNFU-UHFFFAOYSA-N/OGTRECUNLRMNFU-UHFFFAOYSA-N_74df71bccc3cc48806755bd66674e3c5_to_hippo.pkl.gz,852.0,179.0,,,,
0,c1ccc2sc([C@H]3CCCN(c4cncc5ncnn45)C3)nc2c1,BVUAKSYIXAEYKA-UHFFFAOYSA-N,KeyError,combined,aizynthfinder,hippo,c1ccc2sc(C3CCCNC3)nc2c1,Brc1cncc2ncnn12,N-nucleophilic_aromatic_substitution,C50711,0.0,A0514b,A3548a,,,c123ad3d0e4f8e6db7a720af4b15939c,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3548a_apo-desolv.pdb,,,,,,,
0,O=c1[nH]cccc1CNS(=O)(=O)[C@H]1CCCNC1,IYQGGEDPMPIKFJ-UHFFFAOYSA-N,SMARTSError,Reaction name Formation_of_sulfonamide_from_halide_-_Shavnya_reaction not found in SMARTS handler.,,,,,,C51268,,A0525a,A3509a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3509a_apo-desolv.pdb,,,,,,,
0,C1CC(N2CCNCC2)CCN1,ZHYYBDZASCMDMP-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C5169,,A4331b,A0875a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4331b_apo-desolv.pdb,,,,,,,
0,C1CC[C@H](COCCCN2CCC(N3CCNCC3)CC2)OC1,PBWKBAOPCODYPW-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C52375,,A0469a,A4570a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4570a_apo-desolv.pdb,,,,,,,
0,C[C@H](CS(=O)(=O)Nc1cc(-c2cccnc2)n[nH]1)c1ccccc1,QGEQCOIPUBEYKU-UHFFFAOYSA-N,SMARTSError,Reaction name Formation_of_sulfonamide_from_halide_-_Shavnya_reaction not found in SMARTS handler.,,,,,,C52408,,A3849a,A0719a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3849a_apo-desolv.pdb,,,,,,,
0,C[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)CCc1cccnc1,OOQQOYYILDTRKK-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CCc1cccnc1,CC1CC2CCC(C1)N2,Amidation,C52055,0.0,A3975a,A3564a,10000.0,93.0,3b34c2e3ef8a3b087caade188a78872a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3975a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C52055/OOQQOYYILDTRKK-UHFFFAOYSA-N/OOQQOYYILDTRKK-UHFFFAOYSA-N_3b34c2e3ef8a3b087caade188a78872a_to_hippo.pkl.gz,63753.0,5804.0,,,,
