,smiles,inchi_key,error_type,error_message,retro_tool,db_search_tool,1_r1_smiles,1_r2_smiles,1_reaction,compound_set,elab_single_reactant,hit1,hit2,num_placed,num_successful,route_uuid,template,to_hippo,total_num_products_enumstereo,total_num_unique_products,hit3,hit4,hit5,hit6
0,O=C(NCCc1cocn1)c1ccnc(OCC(F)(F)F)c1,QFWXRMWUAHTJTN-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCCc1cocn1,O=C(O)c1ccnc(OCC(F)(F)F)c1,Amidation,C72495,0.0,A3568a,A3371a,21.0,14.0,d23f8f72396423876cd00d7669b2f795,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3371a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C72495/QFWXRMWUAHTJTN-UHFFFAOYSA-N/QFWXRMWUAHTJTN-UHFFFAOYSA-N_d23f8f72396423876cd00d7669b2f795_to_hippo.pkl.gz,21.0,17.0,,,,
0,C[C@H](CC(=O)Nc1cccc(C(=O)N2CCCC2)c1)C(F)(F)F,GYBDNCZJKSYHSE-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(CC(=O)O)C(F)(F)F,Nc1cccc(C(=O)N2CCCC2)c1,Amidation,C7188,0.0,A1445a,A4650a,1714.0,61.0,9f2d5871373894d2fb26825be9c89f70,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4650a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7188/GYBDNCZJKSYHSE-UHFFFAOYSA-N/GYBDNCZJKSYHSE-UHFFFAOYSA-N_9f2d5871373894d2fb26825be9c89f70_to_hippo.pkl.gz,1714.0,463.0,,,,
0,O=C(NCC(=O)N1CCc2ccccc21)c1cnc(-c2ncccn2)s1,SOJMYQQECXDIRN-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1cnc(-c2ncccn2)s1,NCC(=O)N1CCc2ccccc21,Amidation,C69262,0.0,A1146a,A1778a,9.0,0.0,b59afa730fb003f01c24051c8fb53200,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1146a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C69262/SOJMYQQECXDIRN-UHFFFAOYSA-N/SOJMYQQECXDIRN-UHFFFAOYSA-N_b59afa730fb003f01c24051c8fb53200_to_hippo.pkl.gz,9.0,4.0,,,,
0,O=C(c1ccc2cn[nH]c2c1)N1CC[C@@H](c2ccno2)C1,LPMIQRKPJGOMRG-UHFFFAOYSA-N,,,aizynthfinder,hippo,c1cc(C2CCNC2)on1,O=C(O)c1ccc2cn[nH]c2c1,Amidation,C74188,0.0,A0486a,A0541a,82.0,0.0,1fea8bc460fb2bebb837c8fd72348df1,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0541a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C74188/LPMIQRKPJGOMRG-UHFFFAOYSA-N/LPMIQRKPJGOMRG-UHFFFAOYSA-N_1fea8bc460fb2bebb837c8fd72348df1_to_hippo.pkl.gz,82.0,41.0,,,,
0,Cc1oc(C2CNC2)nc1C(=O)NC(C)(C)CCCN(C)C,UHCYCFVXMGQYLA-UHFFFAOYSA-N,,,aizynthfinder,hippo,COC(=O)c1nc(C2CNC2)oc1C,CN(C)CCCC(C)(C)N,Ester_amidation,C7417,0.0,A3623a,A4712a,78.0,1.0,0d8f0787debc8e9b3ea526dd026a8ea6,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4712a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7417/UHCYCFVXMGQYLA-UHFFFAOYSA-N/UHCYCFVXMGQYLA-UHFFFAOYSA-N_0d8f0787debc8e9b3ea526dd026a8ea6_to_hippo.pkl.gz,78.0,34.0,,,,
0,c1coc(N2CCCC3(CC2)CC3)n1,KVIFGEJVMMIWBY-UHFFFAOYSA-N,,,aizynthfinder,hippo,C1CNCCC2(C1)CC2,Brc1ncco1,N-nucleophilic_aromatic_substitution,C7443,0.0,A3623a,A0875a,267.0,15.0,4b9ba2638b4ade8a7334e6f7c2303cb9,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7443/KVIFGEJVMMIWBY-UHFFFAOYSA-N/KVIFGEJVMMIWBY-UHFFFAOYSA-N_4b9ba2638b4ade8a7334e6f7c2303cb9_to_hippo.pkl.gz,267.0,177.0,,,,
0,CCN(Cc1ccccn1)C(=O)c1cnc(C2CCNCC2)o1,SFWHGSYKQXAWJE-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1cnc(C2CCNCC2)o1,CCNCc1ccccn1,Amidation,C7420,0.0,A0875a,A3436a,163.0,0.0,1245a6e61cc2ccfec1d903c16ae0917b,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7420/SFWHGSYKQXAWJE-UHFFFAOYSA-N/SFWHGSYKQXAWJE-UHFFFAOYSA-N_1245a6e61cc2ccfec1d903c16ae0917b_to_hippo.pkl.gz,163.0,117.0,,,,
0,CO[C@@H](C)CNC1CCNCC1,PUIPAYFHRQTOOJ-UHFFFAOYSA-N,,,aizynthfinder,hippo,NC1CCNCC1,COC(C)C=O,Reductive_amination,C7499,0.0,A3616a,A1445a,10000.0,2332.0,a79f980c997cbeb43c1ecc8ade081f44,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3616a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7499/PUIPAYFHRQTOOJ-UHFFFAOYSA-N/PUIPAYFHRQTOOJ-UHFFFAOYSA-N_a79f980c997cbeb43c1ecc8ade081f44_to_hippo.pkl.gz,119132.0,12400.0,,,,
0,CC(C)c1ocnc1CNS(=O)(=O)N=[S@](C)(=O)C1CCCCC1,FDJUGHGTFDESJB-UHFFFAOYSA-N,ValueError,ChemicalParserException: initMatchers() must be called before runReactants(),aizynthfinder,hippo,CS(=O)(=NS(=O)(=O)Cl)C1CCCCC1,CC(C)c1ocnc1CN,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),C7479,0.0,A3623a,A4526a,,,0c79bcbd066ecac61ad0c9a4ab969250,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4526a_apo-desolv.pdb,,,,,,,
0,CN(CCc1ncccn1)C(=O)c1cc(Br)c2[nH]ncc2c1,SBHQGIHIWSVJJD-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1cc(Br)c2[nH]ncc2c1,CNCCc1ncccn1,Amidation,C75046,0.0,A1068b,A0497a,50.0,0.0,6faa226215985c526f26ef55a850743a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0497a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C75046/SBHQGIHIWSVJJD-UHFFFAOYSA-N/SBHQGIHIWSVJJD-UHFFFAOYSA-N_6faa226215985c526f26ef55a850743a_to_hippo.pkl.gz,50.0,40.0,,,,
0,CCC[C@H](C(=O)NC1CCNCC1)C(C)C,WVOIPXNGWQBXDQ-UHFFFAOYSA-N,,,aizynthfinder,hippo,NC1CCNCC1,CCCC(C(=O)O)C(C)C,Amidation,C7520,0.0,A4751a,A1445a,10000.0,180.0,c9cd180b6a40551da8f401e446f0ff56,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4751a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7520/WVOIPXNGWQBXDQ-UHFFFAOYSA-N/WVOIPXNGWQBXDQ-UHFFFAOYSA-N_c9cd180b6a40551da8f401e446f0ff56_to_hippo.pkl.gz,292724.0,11500.0,,,,
0,O=S(=O)(CCCC1CC1)N(C1CCNCC1)C1CC1,KCJHWNBJYBCBFO-UHFFFAOYSA-N,SMARTSError,Reaction name Formation_of_sulfonamide_from_halide_-_Shavnya_reaction not found in SMARTS handler.,,,,,,C7625,,A0719a,A3223a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3223a_apo-desolv.pdb,,,,,,,
0,c1cncc([C@H]2CCCNC2)c1,KLDGENGYOLDCCH-UHFFFAOYSA-N,SMARTSError,Reaction name Sp3-sp2_Suzuki_coupling not found in SMARTS handler.,,,,,,C7530,,A1105b,A4836a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4836a_apo-desolv.pdb,,,,A2629a,,,
0,CCCS(=O)(=O)NC1CCNCC1,HMFFHCKOIQTSMA-UHFFFAOYSA-N,SMARTSError,Reaction name Formation_of_sulfonamide_from_halide_-_Shavnya_reaction not found in SMARTS handler.,,,,,,C7596,,A0719a,A3509a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3509a_apo-desolv.pdb,,,,,,,
0,CCCS(=O)(=O)N[C@@H]1CCNC1,ZWKQUCJFDUBTGP-UHFFFAOYSA-N,SMARTSError,Reaction name Formation_of_sulfonamide_from_halide_-_Shavnya_reaction not found in SMARTS handler.,,,,,,C7587,,A0719a,A3509b,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3509b_apo-desolv.pdb,,,,,,,
0,C1CN(C2CCNCC2)CC2(C1)CC2,VJCYTBKJYKZSPV-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C760,,A4445b,A0875a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4445b_apo-desolv.pdb,,,,,,,
0,CCCS(=O)(=O)N[C@H]1CCC(=O)N[C@H]1C1CCNCC1,UXAXKRNZNZXPTI-UHFFFAOYSA-N,SMARTSError,Reaction name Formation_of_sulfonamide_from_halide_-_Shavnya_reaction not found in SMARTS handler.,,,,,,C7599,,A0719a,A4020a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4020a_apo-desolv.pdb,,,,,,,
0,CCC=C1CCN([C@@H]2CCCNC2)C1,OLVLBHADGADCLT-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C759,,A4320a,A4237b,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4320a_apo-desolv.pdb,,,,,,,
0,CCS(=O)(=O)N1CC(CNC(=O)C[C@@H](C(F)F)n2ccnc2)C1,HLGWOCDYUXZSIL-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CC(C(F)F)n1ccnc1,CCS(=O)(=O)N1CC(CN)C1,Amidation,C76291,0.0,A0309a,A4994a,2.0,0.0,fefb29396a40797114536b2793dcdc0f,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4994a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C76291/HLGWOCDYUXZSIL-UHFFFAOYSA-N/HLGWOCDYUXZSIL-UHFFFAOYSA-N_fefb29396a40797114536b2793dcdc0f_to_hippo.pkl.gz,2.0,1.0,,,,
0,CCCS(=O)(=O)N[C@@H]1C=CCCC1,FQPSGVBYUDGJAR-UHFFFAOYSA-N,ValueError,ChemicalParserException: initMatchers() must be called before runReactants(),aizynthfinder,hippo,CCCS(=O)(=O)Cl,NC1C=CCCC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),C7644,0.0,A0719a,A3509a,,,ef6c35e6375dda47a04d71401d2f9481,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3509a_apo-desolv.pdb,,,,,,,
0,C[C@H](NC(=O)c1ccc2c(c1)CCN2)c1ncccc1Cl,RVAWSFXUAFVMPF-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1ccc2c(c1)CCN2,CC(N)c1ncccc1Cl,Amidation,C75387,0.0,A3436a,A1778a,276.0,0.0,f28f32cd29aa01042d1d91ea8b205bcc,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3436a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C75387/RVAWSFXUAFVMPF-UHFFFAOYSA-N/RVAWSFXUAFVMPF-UHFFFAOYSA-N_f28f32cd29aa01042d1d91ea8b205bcc_to_hippo.pkl.gz,276.0,123.0,,,,
0,CCCS(=O)(=O)NC1CCN(C(=O)CC[C@H]2CCCN2)CC1,GHIJXTOSIYSZBD-UHFFFAOYSA-N,,,aizynthfinder,hippo,CCCS(=O)(=O)NC1CCNCC1,O=C(O)CCC1CCCN1,Amidation,C7605,0.0,A0719a,A4304a,2724.0,2.0,1b5fbb0106acc15f34f351646cf8516d,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4304a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7605/GHIJXTOSIYSZBD-UHFFFAOYSA-N/GHIJXTOSIYSZBD-UHFFFAOYSA-N_1b5fbb0106acc15f34f351646cf8516d_to_hippo.pkl.gz,2724.0,266.0,,,,
0,O=C(NN1CCCCC1)C(F)(F)Cl,FFAXPTHKURGIBP-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r1. No products will be found.,aizynthfinder,hippo,NN1CCCCC1,O=C(O)C(F)(F)Cl,Amidation,C7529,0.0,A1445a,A4650a,,,c24e7930d1103da40f2d1ce41a1d3c0d,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4650a_apo-desolv.pdb,,,,,,,
0,CSC=CC(=O)NN1CCCCC1,GLYWQGPQWRVUJF-UHFFFAOYSA-N,,,aizynthfinder,hippo,NN1CCCCC1,CSC=CC(=O)O,Amidation,C7524,0.0,A4873a,A1445a,1091.0,52.0,1040d2efac81de005d12f2e14082b16d,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4873a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7524/GLYWQGPQWRVUJF-UHFFFAOYSA-N/GLYWQGPQWRVUJF-UHFFFAOYSA-N_1040d2efac81de005d12f2e14082b16d_to_hippo.pkl.gz,1091.0,417.0,,,,
0,O=C(NC[C@@H]1CCCS1(=O)=O)c1ccccc1N1CCCC1=O,JGPKGUGWSKQTMA-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1ccccc1N1CCCC1=O,NCC1CCCS1(=O)=O,Amidation,C76437,0.0,A0528a,A0354a,180.0,0.0,6e302786c375aed3c840ab454258c947,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0528a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C76437/JGPKGUGWSKQTMA-UHFFFAOYSA-N/JGPKGUGWSKQTMA-UHFFFAOYSA-N_6e302786c375aed3c840ab454258c947_to_hippo.pkl.gz,180.0,48.0,,,,
0,NS(=O)(=O)CCCN1CC[C@@H]2C[C@@H]2C1,JIBIHHYZANIHBI-UHFFFAOYSA-N,,,aizynthfinder,hippo,C1CC2CC2CN1,NS(=O)(=O)CCCO,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,C7642,0.0,A0719a,A3581a,5620.0,711.0,59dc73f16cfe5abd48c9cde5070dc77f,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3581a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C7642/JIBIHHYZANIHBI-UHFFFAOYSA-N/JIBIHHYZANIHBI-UHFFFAOYSA-N_59dc73f16cfe5abd48c9cde5070dc77f_to_hippo.pkl.gz,5620.0,483.0,,,,
0,C[C@]1(C(=O)NCCN2CCCC2=O)CCCS1(=O)=O,SITKYFMZVGCCEF-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCCN1CCCC1=O,CC1(C(=O)O)CCCS1(=O)=O,Amidation,C76428,0.0,A0528a,A0354a,812.0,0.0,14e000cdcae4e7a18e510b3fefff5ce0,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0528a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C76428/SITKYFMZVGCCEF-UHFFFAOYSA-N/SITKYFMZVGCCEF-UHFFFAOYSA-N_14e000cdcae4e7a18e510b3fefff5ce0_to_hippo.pkl.gz,812.0,133.0,,,,
0,CCCS(=O)(=O)NC1CC=CC1,RXBXROWIEPMBRV-UHFFFAOYSA-N,ValueError,ChemicalParserException: initMatchers() must be called before runReactants(),aizynthfinder,hippo,NC1CC=CC1,CCCS(=O)(=O)Cl,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),C7634,0.0,A0719a,A4321b,,,43f9732eeb1f05dea669a6c79d1ac6dd,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4321b_apo-desolv.pdb,,,,,,,
0,CCCS(=O)(=O)NC1CC2(C1)N=N2,OLNCYPXEOMYYNS-UHFFFAOYSA-N,SMARTSError,Reaction name Formation_of_sulfonamide_from_halide_-_Shavnya_reaction not found in SMARTS handler.,,,,,,C7655,,A4461a,A0719a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4461a_apo-desolv.pdb,,,,,,,
0,CCCS(=O)(=O)N[C@H]1CCCSC1,NEEWPLZUMQNHBI-UHFFFAOYSA-N,ValueError,ChemicalParserException: initMatchers() must be called before runReactants(),aizynthfinder,hippo,CCCS(=O)(=O)Cl,NC1CCCSC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),C7660,0.0,A0719a,A3509a,,,e2f9b737121fde6bb5c8745e00d1c116,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3509a_apo-desolv.pdb,,,,,,,
0,COc1cnccc1CNS(=O)(=O)c1cnc2cccnn12,TZXZNVJKNDRZQE-UHFFFAOYSA-N,ValueError,ChemicalParserException: initMatchers() must be called before runReactants(),aizynthfinder,hippo,O=S(=O)(Cl)c1cnc2cccnn12,COc1cnccc1CN,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),C76574,0.0,A1105b,A0202a,,,28800bc3b9c0f1cfd0f1f8cc263b4476,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1105b_apo-desolv.pdb,,,,,,,
0,CCCS(=O)(=O)N[C@H]1CC=CCC1,NCZWCIZJDPQWNM-UHFFFAOYSA-N,ValueError,ChemicalParserException: initMatchers() must be called before runReactants(),aizynthfinder,hippo,CCCS(=O)(=O)Cl,NC1CC=CCC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),C7653,0.0,A4461a,A0719a,,,502054acaf49a9b73ab96cb7fe009a47,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4461a_apo-desolv.pdb,,,,,,,
0,C1=CCN(C2CCNCC2)C1,JVDTWAMFTGWSKS-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C795,,A4368a,A0875a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4368a_apo-desolv.pdb,,,,,,,
0,O=C(NCc1ccc(N2CCCC2=O)cc1)NCc1ccc2c(c1)OCO2,XPFGRKQWKIHVAC-UHFFFAOYSA-N,SMARTSError,Reaction name Isocyanate_to_urea not found in SMARTS handler.,,,,,,C78261,,A0351b,A0528a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0528a_apo-desolv.pdb,,,,,,,
0,CCc1cccc2sc(NC(=O)[C@H](O)c3c[nH]cn3)nc12,DURBHPZRTCPDPC-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)C(O)c1c[nH]cn1,CCc1cccc2sc(N)nc12,Amidation,C79657,0.0,A0309a,A0514b,8.0,0.0,e2b15abb49e483e2f2b95c68a5f3e846,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0309a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C79657/DURBHPZRTCPDPC-UHFFFAOYSA-N/DURBHPZRTCPDPC-UHFFFAOYSA-N_e2b15abb49e483e2f2b95c68a5f3e846_to_hippo.pkl.gz,8.0,4.0,,,,
0,CCCS(=O)(=O)N[C@]12CC[C@H](CC1)C2,FEWUTFMHYWVVGO-UHFFFAOYSA-N,ValueError,ChemicalParserException: initMatchers() must be called before runReactants(),aizynthfinder,hippo,CCCS(=O)(=O)Cl,NC12CCC(CC1)C2,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),C7673,0.0,A0719a,A3054a,,,d71139151665050553b990afb50b6d3a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3054a_apo-desolv.pdb,,,,,,,
0,CC(C)[C@@H](SCC(C)(C)C)C(=O)NCc1cccnc1,BNWUDFFUSWDMML-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(C)C(Br)C(=O)NCc1cccnc1,CC(C)(C)CS,Nucleophilic_substitution_with_thiol,C8064,0.0,A2629a,A3392a,144.0,22.0,44ece00e314e50c92125c2128f3d7013,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2629a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C8064/BNWUDFFUSWDMML-UHFFFAOYSA-N/BNWUDFFUSWDMML-UHFFFAOYSA-N_44ece00e314e50c92125c2128f3d7013_to_hippo.pkl.gz,144.0,55.0,,,,
0,CC(C)COC1CN(C(=O)C[C@H](C)N2CCc3ccccc32)C1,DYSLDIFRQOYSOW-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(CC(=O)O)N1CCc2ccccc21,CC(C)COC1CNC1,Amidation,C78532,0.0,A4994a,A1778a,74.0,3.0,eeec885b83f960c835cc39c0b4b0bdce,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4994a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C78532/DYSLDIFRQOYSOW-UHFFFAOYSA-N/DYSLDIFRQOYSOW-UHFFFAOYSA-N_eeec885b83f960c835cc39c0b4b0bdce_to_hippo.pkl.gz,74.0,18.0,,,,
0,CSCCCCCNC(=O)c1ccncc1,OEOCKEJGVCIITQ-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1ccncc1,CSCCCCCN,Amidation,C8059,0.0,A1776a,A3207a,10000.0,121.0,d589d4a868250bcef41e5d93ceb568b6,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3207a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C8059/OEOCKEJGVCIITQ-UHFFFAOYSA-N/OEOCKEJGVCIITQ-UHFFFAOYSA-N_d589d4a868250bcef41e5d93ceb568b6_to_hippo.pkl.gz,29200.0,10000.0,,,,
0,CCC[C@@H](NC(=O)c1ccncc1)C(C)(C)C,IXMDEIPJYFZEHY-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1ccncc1,CCCC(N)C(C)(C)C,Amidation,C8054,0.0,A1776a,A3207a,10000.0,10.0,a196ea5ac28ae7982a19dab1b3d95dd4,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3207a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C8054/IXMDEIPJYFZEHY-UHFFFAOYSA-N/IXMDEIPJYFZEHY-UHFFFAOYSA-N_a196ea5ac28ae7982a19dab1b3d95dd4_to_hippo.pkl.gz,45100.0,10200.0,,,,
0,C[C@@H](CC(F)(F)F)NC(=O)C(F)(F)c1ccncc1,NFLBITXMLRACJJ-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)C(F)(F)c1ccncc1,CC(N)CC(F)(F)F,Amidation,C8041,0.0,A3229a,A1778a,1322.0,7.0,6a73cc9ab7c7d30e28e5b0bd73b039e4,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3229a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C8041/NFLBITXMLRACJJ-UHFFFAOYSA-N/NFLBITXMLRACJJ-UHFFFAOYSA-N_6a73cc9ab7c7d30e28e5b0bd73b039e4_to_hippo.pkl.gz,1322.0,364.0,,,,
