id,smiles,tag
289825,Cc1nc(CCNC(=O)c2nn(C)c3ccc(F)cc23)co1,True
289826,Cc1ocnc1CCNC(=O)c1nn(C)c2ccc(Br)cc12,True
289827,Cc1nc(CCNC(=O)c2nn(C)c3ccc(Br)cc23)co1,True
289828,CC(Cc1cocn1)NC(=O)c1nn(C)c2ccc(Br)cc12,True
289829,Cc1nc(CCNC(=O)c2nn(C)c3ccc(Br)cc23)c(C)o1,True
289830,Cc1nc(CCNC(=O)c2nn(C)c3ccc(F)cc23)c(C)o1,True
289831,Cc1ocnc1CCNC(=O)c1nn(C)c2ccc([N+](=O)[O-])cc12,True
289832,CC(Cc1cocn1)NC(=O)c1nn(C)c2ccc([N+](=O)[O-])cc12,True
289833,Cc1nc(CCNC(=O)c2nn(C)c3ccc([N+](=O)[O-])cc23)co1,True
289834,Cc1nc(CCNC(=O)c2nn(C(F)(F)F)c3ccccc23)co1,True
289835,CC(Cc1cocn1)NC(=O)c1nn(C(F)(F)F)c2ccccc12,True
289836,Cc1ocnc1CCNC(=O)c1nn(C(F)(F)F)c2ccccc12,True
289837,COC(=O)C(Cc1cocn1)NC(=O)c1nn(C)c2ccc(Br)cc12,True
289838,Cc1nc(CCNC(=O)c2nn(C)c3ccc([N+](=O)[O-])cc23)c(C)o1,True
289839,COC(=O)c1ccc2c(c1)c(C(=O)NCCc1coc(C)n1)nn2C,True
289840,COC(=O)c1ccc2c(c1)c(C(=O)NCCc1ncoc1C)nn2C,True
289841,COC(=O)c1nn(CC(=O)NC(C)Cc2cocn2)c2ccccc12,True
289842,COC(=O)c1ccc2c(c1)c(C(=O)NC(C)Cc1cocn1)nn2C,True
289843,COC(=O)c1nn(CC(=O)NCCc2coc(C)n2)c2ccccc12,True
289844,COC(=O)c1nn(CC(=O)NCCc2ncoc2C)c2ccccc12,True
289845,Cc1nc(CCNC(=O)c2nn(C(F)(F)F)c3ccccc23)c(C)o1,True
289846,COC(=O)C(Cc1cocn1)NC(=O)c1nn(C)c2ccc(F)cc12,True
289847,COC(=O)c1ccc2c(c1)c(C(=O)NCCc1nc(C)oc1C)nn2C,True
289848,COC(=O)c1nn(CC(=O)NCCc2nc(C)oc2C)c2ccccc12,True
289849,COC(=O)C(Cc1cocn1)NC(=O)c1nn(C)c2ccc([N+](=O)[O-])cc12,True
289850,Cc1nc(CCNC(=O)c2nn(Cc3ccccc3)c3ccccc23)co1,True
289851,Cn1nc(C(=O)NCCc2coc(-c3ccccc3)n2)c2cc(F)ccc21,True
289852,Cc1ocnc1CCNC(=O)c1nn(Cc2ccccc2)c2ccccc12,True
289853,Cc1ocnc1CCNC(=O)c1nn(CC2CNC(=O)O2)c2ccccc12,True
289854,Cc1nc(CCNC(=O)c2nn(CC3CNC(=O)O3)c3ccccc23)co1,True
289855,COC(=O)C(Cc1cocn1)NC(=O)c1nn(C(F)(F)F)c2ccccc12,True
289856,Cn1nc(C(=O)NCCc2coc(-c3ccccc3)n2)c2cc(Br)ccc21,True
289857,CC(Cc1cocn1)NC(=O)c1nn(Cc2ccccc2)c2ccccc12,True
289858,CC(Cc1cocn1)NC(=O)c1nn(CC2CNC(=O)O2)c2ccccc12,True
289859,Cc1nc(CCNC(=O)c2nn(Cc3ccccc3)c3ccccc23)c(C)o1,True
289860,Cn1nc(C(=O)NC(Cc2cocn2)C(=O)OC(C)(C)C)c2cc(F)ccc21,True
289861,Cc1oc(-c2ccccc2)nc1CCNC(=O)c1nn(C)c2ccc(F)cc12,True
